field_id,crop,time,fret_et,fret_eto,fret_etof
CA_298160,72,2024-09-16,2.121,3.76,0.564
CA_298160,72,2024-09-17,2.177,3.84,0.567
CA_298160,72,2024-09-18,2.187,3.85,0.568
CA_298160,72,2024-09-19,1.758,3.09,0.569
CA_298160,72,2024-09-20,,,0.568
CA_298170,72,2024-09-13,2.616,5.11,0.512
CA_298170,72,2024-09-14,2.156,4.98,0.433
CA_298170,72,2024-09-15,2.266,5.15,0.44
CA_298170,72,2024-09-16,1.692,3.76,0.45
CA_298170,72,2024-09-17,1.786,3.84,0.465
CA_298170,72,2024-09-18,1.86,3.85,0.483
CA_298170,72,2024-09-19,1.585,3.09,0.513
CA_298170,72,2024-09-20,,,0.539
CA_298175,72,2024-09-13,4.237,5.05,0.839
CA_298175,72,2024-09-14,2.668,4.95,0.539
CA_298175,72,2024-09-15,2.759,5.09,0.542
CA_298175,72,2024-09-16,2.098,3.85,0.545
CA_298175,72,2024-09-17,2.086,3.82,0.546
CA_298175,72,2024-09-18,2.122,3.88,0.547
CA_298175,72,2024-09-19,1.794,3.12,0.575
CA_298175,72,2024-09-20,,,0.597
CA_298199,72,2024-09-13,4.174,5.06,0.825
CA_298199,72,2024-09-14,1.812,4.95,0.366
CA_298199,72,2024-09-15,1.878,5.09,0.369
CA_298199,72,2024-09-16,1.38,3.75,0.368
CA_298199,72,2024-09-17,1.39,3.82,0.364
CA_298199,72,2024-09-18,1.374,3.86,0.356
CA_298199,72,2024-09-19,1.048,3.09,0.339
CA_298199,72,2024-09-20,,,0.326
CA_298201,72,2024-09-13,2.292,5.06,0.453
CA_298201,72,2024-09-14,0.733,4.95,0.148
CA_298201,72,2024-09-15,0.794,5.09,0.156
CA_298201,72,2024-09-16,0.622,3.75,0.166
CA_298201,72,2024-09-17,0.668,3.82,0.175
CA_298201,72,2024-09-18,0.714,3.86,0.185
CA_298201,72,2024-09-19,0.538,3.09,0.174
CA_298201,72,2024-09-20,,,0.164
CA_298244,204,2024-09-13,0.866,4.56,0.19
CA_298244,204,2024-09-14,0.904,4.52,0.2
CA_298244,204,2024-09-15,0.973,4.59,0.212
CA_298244,204,2024-09-16,0.824,3.71,0.222
CA_298244,204,2024-09-17,0.831,3.63,0.229
CA_298244,204,2024-09-18,0.851,3.62,0.235
CA_298244,204,2024-09-19,0.707,2.97,0.238
CA_298244,204,2024-09-20,,,0.238
CA_298273,69,2024-09-13,5.367,5.33,1.007
CA_298273,69,2024-09-14,5.347,5.39,0.992
CA_298273,69,2024-09-15,5.281,5.27,1.002
CA_298273,69,2024-09-16,3.861,3.83,1.008
CA_298273,69,2024-09-17,4.297,4.25,1.011
CA_298273,69,2024-09-18,4.407,4.35,1.013
CA_298273,69,2024-09-19,3.659,3.63,1.008
CA_298273,69,2024-09-20,,,0.997
CA_298289,61,2024-09-13,1.462,4.73,0.309
CA_298289,61,2024-09-14,1.957,4.93,0.397
CA_298289,61,2024-09-15,2.028,5.07,0.4
CA_298289,61,2024-09-16,1.559,3.84,0.406
CA_298289,61,2024-09-17,1.664,3.99,0.417
CA_298289,61,2024-09-18,1.745,4.04,0.432
CA_298289,61,2024-09-19,1.581,3.56,0.444
CA_298289,61,2024-09-20,,,0.454
CA_298291,75,2024-09-13,3.627,5.35,0.678
CA_298291,75,2024-09-14,3.276,5.37,0.61
CA_298291,75,2024-09-15,3.318,5.3,0.626
CA_298291,75,2024-09-16,2.49,3.86,0.645
CA_298291,75,2024-09-17,2.908,4.36,0.667
CA_298291,75,2024-09-18,3.086,4.46,0.692
CA_298291,75,2024-09-19,2.574,3.72,0.692
CA_298291,75,2024-09-20,,,0.69
CA_298316,204,2024-09-13,1.515,4.62,0.328
CA_298316,204,2024-09-14,0.883,4.72,0.187
CA_298316,204,2024-09-15,0.86,4.78,0.18
CA_298316,204,2024-09-16,0.637,3.64,0.175
CA_298316,204,2024-09-17,0.664,3.84,0.173
CA_298316,204,2024-09-18,0.665,3.82,0.174
CA_298316,204,2024-09-19,0.566,3.27,0.173
CA_298316,204,2024-09-20,,,0.173
CA_298318,72,2024-09-13,2.055,5.31,0.387
CA_298318,72,2024-09-14,0.986,5.6,0.176
CA_298318,72,2024-09-15,0.982,5.61,0.175
CA_298318,72,2024-09-16,0.722,4.15,0.174
CA_298318,72,2024-09-17,0.741,4.26,0.174
CA_298318,72,2024-09-18,0.731,4.38,0.167
CA_298318,72,2024-09-19,0.566,3.56,0.159
CA_298318,72,2024-09-20,,,0.151
CA_298360,72,2024-09-13,3.084,5.29,0.583
CA_298360,72,2024-09-14,2.668,5.49,0.486
CA_298360,72,2024-09-15,2.771,5.61,0.494
CA_298360,72,2024-09-16,2.123,4.22,0.503
CA_298360,72,2024-09-17,2.19,4.26,0.514
CA_298360,72,2024-09-18,2.266,4.3,0.527
CA_298360,72,2024-09-19,1.866,3.52,0.53
CA_298360,72,2024-09-20,,,0.531
CA_298397,75,2024-09-13,3.477,5.26,0.661
CA_298397,75,2024-09-14,2.361,5.27,0.448
CA_298397,75,2024-09-15,2.32,5.11,0.454
CA_298397,75,2024-09-16,1.81,3.91,0.463
CA_298397,75,2024-09-17,2.034,4.3,0.473
CA_298397,75,2024-09-18,2.096,4.33,0.484
CA_298397,75,2024-09-19,1.737,3.65,0.476
CA_298397,75,2024-09-20,,,0.469
CA_298463,75,2024-09-13,2.424,4.32,0.561
CA_298463,75,2024-09-14,2.19,4.46,0.491
CA_298463,75,2024-09-15,2.281,4.59,0.497
CA_298463,75,2024-09-16,1.913,3.78,0.506
CA_298463,75,2024-09-17,1.932,3.73,0.518
CA_298463,75,2024-09-18,1.903,3.57,0.533
CA_298463,75,2024-09-19,1.722,3.16,0.545
CA_298463,75,2024-09-20,,,0.554
CA_298475,75,2024-09-13,2.451,4.3,0.57
CA_298475,75,2024-09-14,2.499,4.4,0.568
CA_298475,75,2024-09-15,2.589,4.55,0.569
CA_298475,75,2024-09-16,2.134,3.73,0.572
CA_298475,75,2024-09-17,2.146,3.72,0.577
CA_298475,75,2024-09-18,2.106,3.6,0.585
CA_298475,75,2024-09-19,1.87,3.17,0.59
CA_298475,75,2024-09-20,,,0.592
CA_298489,75,2024-09-13,3.17,4.36,0.727
CA_298489,75,2024-09-14,2.174,4.33,0.502
CA_298489,75,2024-09-15,2.236,4.48,0.499
CA_298489,75,2024-09-16,1.845,3.69,0.5
CA_298489,75,2024-09-17,1.819,3.61,0.504
CA_298489,75,2024-09-18,1.838,3.59,0.512
CA_298489,75,2024-09-19,1.531,2.95,0.519
CA_298489,75,2024-09-20,,,0.523
CA_298528,204,2024-09-13,1.364,4.53,0.301
CA_298528,204,2024-09-14,1.153,5.08,0.227
CA_298528,204,2024-09-15,1.291,5.59,0.231
CA_298528,204,2024-09-16,1.109,4.68,0.237
CA_298528,204,2024-09-17,0.971,3.98,0.244
CA_298528,204,2024-09-18,1.031,4.06,0.254
CA_298528,204,2024-09-19,1.039,3.98,0.261
CA_298528,204,2024-09-20,,,0.266
CA_298529,75,2024-09-13,3.346,4.23,0.791
CA_298529,75,2024-09-14,2.605,4.25,0.613
CA_298529,75,2024-09-15,2.703,4.41,0.613
CA_298529,75,2024-09-16,2.138,3.46,0.618
CA_298529,75,2024-09-17,2.195,3.49,0.629
CA_298529,75,2024-09-18,2.219,3.44,0.645
CA_298529,75,2024-09-19,1.847,2.82,0.655
CA_298529,75,2024-09-20,,,0.658
CA_298568,75,2024-09-13,2.685,5.0,0.537
CA_298568,75,2024-09-14,1.841,4.87,0.378
CA_298568,75,2024-09-15,1.949,5.13,0.38
CA_298568,75,2024-09-16,1.548,4.03,0.384
CA_298568,75,2024-09-17,1.521,3.91,0.389
CA_298568,75,2024-09-18,1.544,3.92,0.394
CA_298568,75,2024-09-19,1.295,3.32,0.39
CA_298568,75,2024-09-20,,,0.387
CA_298594,75,2024-09-13,4.066,5.07,0.802
CA_298594,75,2024-09-14,0.426,5.26,0.081
CA_298594,75,2024-09-15,0.417,5.09,0.082
CA_298594,75,2024-09-16,0.325,3.92,0.083
CA_298594,75,2024-09-17,0.344,4.09,0.084
CA_298594,75,2024-09-18,0.35,4.12,0.085
CA_298594,75,2024-09-19,0.301,3.46,0.087
CA_298594,75,2024-09-20,,,0.088
CA_298601,75,2024-09-13,1.515,4.59,0.33
CA_298601,75,2024-09-14,1.518,4.53,0.335
CA_298601,75,2024-09-15,1.55,4.71,0.329
CA_298601,75,2024-09-16,1.24,3.84,0.323
CA_298601,75,2024-09-17,1.189,3.75,0.317
CA_298601,75,2024-09-18,1.147,3.7,0.31
CA_298601,75,2024-09-19,0.967,3.17,0.305
CA_298601,75,2024-09-20,,,0.302
CA_298612,75,2024-09-13,3.942,5.18,0.761
CA_298612,75,2024-09-14,3.318,5.3,0.626
CA_298612,75,2024-09-15,3.24,5.16,0.628
CA_298612,75,2024-09-16,2.399,3.82,0.628
CA_298612,75,2024-09-17,2.66,4.25,0.626
CA_298612,75,2024-09-18,2.674,4.32,0.619
CA_298612,75,2024-09-19,2.236,3.66,0.611
CA_298612,75,2024-09-20,,,0.601
CA_298656,75,2024-09-13,2.079,5.4,0.385
CA_298656,75,2024-09-14,2.933,5.95,0.493
CA_298656,75,2024-09-15,3.275,6.59,0.497
CA_298656,75,2024-09-16,2.485,4.93,0.504
CA_298656,75,2024-09-17,2.349,4.57,0.514
CA_298656,75,2024-09-18,2.43,4.55,0.534
CA_298656,75,2024-09-19,2.608,4.75,0.549
CA_298656,75,2024-09-20,,,0.56
CA_298674,75,2024-09-13,0.492,4.24,0.116
CA_298674,75,2024-09-14,3.535,4.3,0.822
CA_298674,75,2024-09-15,3.797,4.58,0.829
CA_298674,75,2024-09-16,3.298,3.95,0.835
CA_298674,75,2024-09-17,3.155,3.76,0.839
CA_298674,75,2024-09-18,3.056,3.63,0.842
CA_298674,75,2024-09-19,2.748,3.26,0.843
CA_298674,75,2024-09-20,,,0.842
CA_298710,75,2024-09-13,0.32,4.21,0.076
CA_298710,75,2024-09-14,0.363,4.32,0.084
CA_298710,75,2024-09-15,0.399,4.43,0.09
CA_298710,75,2024-09-16,0.367,3.78,0.097
CA_298710,75,2024-09-17,0.376,3.58,0.105
CA_298710,75,2024-09-18,0.399,3.5,0.114
CA_298710,75,2024-09-19,0.384,3.15,0.122
CA_298710,75,2024-09-20,,,0.127
CA_298731,75,2024-09-13,1.013,4.17,0.243
CA_298731,75,2024-09-14,1.121,4.28,0.262
CA_298731,75,2024-09-15,1.106,4.37,0.253
CA_298731,75,2024-09-16,0.892,3.67,0.243
CA_298731,75,2024-09-17,0.821,3.54,0.232
CA_298731,75,2024-09-18,0.762,3.45,0.221
CA_298731,75,2024-09-19,0.635,3.01,0.211
CA_298731,75,2024-09-20,,,0.202
CA_298735,75,2024-09-13,3.583,4.2,0.853
CA_298735,75,2024-09-14,3.444,4.3,0.801
CA_298735,75,2024-09-15,3.627,4.5,0.806
CA_298735,75,2024-09-16,3.118,3.84,0.812
CA_298735,75,2024-09-17,3.009,3.67,0.82
CA_298735,75,2024-09-18,2.98,3.59,0.83
CA_298735,75,2024-09-19,2.765,3.3,0.838
CA_298735,75,2024-09-20,,,0.842
CA_298752,75,2024-09-13,1.832,4.27,0.429
CA_298752,75,2024-09-14,0.773,4.34,0.178
CA_298752,75,2024-09-15,0.811,4.53,0.179
CA_298752,75,2024-09-16,0.723,3.95,0.183
CA_298752,75,2024-09-17,0.709,3.77,0.188
CA_298752,75,2024-09-18,0.708,3.65,0.194
CA_298752,75,2024-09-19,0.657,3.3,0.199
CA_298752,75,2024-09-20,,,0.203
CA_298803,75,2024-09-13,0.244,4.61,0.053
CA_298803,75,2024-09-14,0.615,5.04,0.122
CA_298803,75,2024-09-15,0.72,5.41,0.133
CA_298803,75,2024-09-16,0.653,4.47,0.146
CA_298803,75,2024-09-17,0.646,4.04,0.16
CA_298803,75,2024-09-18,0.692,3.93,0.176
CA_298803,75,2024-09-19,0.741,3.94,0.188
CA_298803,75,2024-09-20,,,0.197
CA_298834,75,2024-09-13,3.634,4.24,0.857
CA_298834,75,2024-09-14,4.106,4.35,0.944
CA_298834,75,2024-09-15,4.197,4.46,0.941
CA_298834,75,2024-09-16,3.583,3.82,0.938
CA_298834,75,2024-09-17,3.454,3.69,0.936
CA_298834,75,2024-09-18,3.394,3.63,0.935
CA_298834,75,2024-09-19,3.048,3.26,0.935
CA_298834,75,2024-09-20,,,0.936
CA_298842,75,2024-09-13,3.481,4.1,0.849
CA_298842,75,2024-09-14,3.461,4.14,0.836
CA_298842,75,2024-09-15,3.515,4.19,0.839
CA_298842,75,2024-09-16,2.967,3.52,0.843
CA_298842,75,2024-09-17,2.946,3.47,0.849
CA_298842,75,2024-09-18,2.91,3.4,0.856
CA_298842,75,2024-09-19,2.526,2.93,0.862
CA_298842,75,2024-09-20,,,0.867
CA_298884,75,2024-09-13,3.987,4.14,0.963
CA_298884,75,2024-09-14,3.952,4.25,0.93
CA_298884,75,2024-09-15,4.05,4.35,0.931
CA_298884,75,2024-09-16,3.405,3.65,0.933
CA_298884,75,2024-09-17,3.295,3.52,0.936
CA_298884,75,2024-09-18,3.258,3.47,0.939
CA_298884,75,2024-09-19,2.895,3.07,0.943
CA_298884,75,2024-09-20,,,0.947
CA_298903,75,2024-09-13,3.887,4.14,0.939
CA_298903,75,2024-09-14,4.233,4.25,0.996
CA_298903,75,2024-09-15,4.367,4.35,1.004
CA_298903,75,2024-09-16,3.697,3.65,1.013
CA_298903,75,2024-09-17,3.608,3.52,1.025
CA_298903,75,2024-09-18,3.588,3.47,1.034
CA_298903,75,2024-09-19,3.193,3.07,1.04
CA_298903,75,2024-09-20,,,1.044
CA_298948,75,2024-09-13,3.616,4.21,0.859
CA_298948,75,2024-09-14,3.793,4.31,0.88
CA_298948,75,2024-09-15,3.991,4.54,0.879
CA_298948,75,2024-09-16,3.421,3.91,0.875
CA_298948,75,2024-09-17,3.147,3.63,0.867
CA_298948,75,2024-09-18,3.077,3.57,0.862
CA_298948,75,2024-09-19,2.792,3.25,0.859
CA_298948,75,2024-09-20,,,0.858
CA_298952,75,2024-09-13,3.244,4.05,0.801
CA_298952,75,2024-09-14,3.941,4.21,0.936
CA_298952,75,2024-09-15,3.985,4.23,0.942
CA_298952,75,2024-09-16,3.417,3.62,0.944
CA_298952,75,2024-09-17,3.285,3.48,0.944
CA_298952,75,2024-09-18,3.194,3.38,0.945
CA_298952,75,2024-09-19,2.86,3.02,0.947
CA_298952,75,2024-09-20,,,0.95
CA_298992,75,2024-09-13,3.738,4.21,0.888
CA_298992,75,2024-09-14,3.745,4.32,0.867
CA_298992,75,2024-09-15,3.85,4.43,0.869
CA_298992,75,2024-09-16,3.292,3.78,0.871
CA_298992,75,2024-09-17,3.122,3.58,0.872
CA_298992,75,2024-09-18,3.052,3.5,0.872
CA_298992,75,2024-09-19,2.74,3.15,0.87
CA_298992,75,2024-09-20,,,0.866
CA_299018,75,2024-09-13,1.012,5.3,0.191
CA_299018,75,2024-09-14,0.882,5.84,0.151
CA_299018,75,2024-09-15,0.995,6.46,0.154
CA_299018,75,2024-09-16,0.778,4.99,0.156
CA_299018,75,2024-09-17,0.705,4.49,0.157
CA_299018,75,2024-09-18,0.696,4.43,0.157
CA_299018,75,2024-09-19,0.714,4.55,0.157
CA_299018,75,2024-09-20,,,0.156
CA_299026,75,2024-09-12,3.426,4.52,0.758
CA_299026,75,2024-09-13,3.226,4.19,0.77
CA_299026,75,2024-09-14,3.324,4.34,0.766
CA_299026,75,2024-09-15,3.409,4.45,0.766
CA_299026,75,2024-09-16,2.826,3.67,0.77
CA_299026,75,2024-09-17,2.898,3.73,0.777
CA_299026,75,2024-09-18,2.841,3.61,0.787
CA_299026,75,2024-09-19,,,0.793
CA_299052,75,2024-09-13,0.168,4.81,0.035
CA_299052,75,2024-09-14,0.225,5.23,0.043
CA_299052,75,2024-09-15,0.315,5.83,0.054
CA_299052,75,2024-09-16,0.323,4.68,0.069
CA_299052,75,2024-09-17,0.371,4.12,0.09
CA_299052,75,2024-09-18,0.48,4.17,0.115
CA_299052,75,2024-09-19,0.548,4.12,0.133
CA_299052,75,2024-09-20,,,0.146
CA_299054,75,2024-09-13,3.201,4.19,0.764
CA_299054,75,2024-09-14,3.183,4.29,0.742
CA_299054,75,2024-09-15,3.269,4.37,0.748
CA_299054,75,2024-09-16,2.623,3.47,0.756
CA_299054,75,2024-09-17,2.723,3.55,0.767
CA_299054,75,2024-09-18,2.672,3.43,0.779
CA_299054,75,2024-09-19,2.359,2.99,0.789
CA_299054,75,2024-09-20,,,0.796
CA_299075,75,2024-09-13,3.834,4.25,0.902
CA_299075,75,2024-09-14,3.142,4.31,0.729
CA_299075,75,2024-09-15,3.262,4.5,0.725
CA_299075,75,2024-09-16,2.697,3.72,0.725
CA_299075,75,2024-09-17,2.646,3.64,0.727
CA_299075,75,2024-09-18,2.573,3.52,0.731
CA_299075,75,2024-09-19,2.312,3.15,0.734
CA_299075,75,2024-09-20,,,0.734
CA_299081,75,2024-09-13,3.238,4.13,0.784
CA_299081,75,2024-09-14,2.763,4.29,0.644
CA_299081,75,2024-09-15,2.88,4.39,0.656
CA_299081,75,2024-09-16,2.467,3.71,0.665
CA_299081,75,2024-09-17,2.389,3.56,0.671
CA_299081,75,2024-09-18,2.298,3.41,0.674
CA_299081,75,2024-09-19,2.103,3.12,0.674
CA_299081,75,2024-09-20,,,0.671
CA_299085,75,2024-09-13,3.728,4.11,0.907
CA_299085,75,2024-09-14,3.672,4.25,0.864
CA_299085,75,2024-09-15,3.767,4.32,0.872
CA_299085,75,2024-09-16,3.228,3.66,0.882
CA_299085,75,2024-09-17,3.138,3.51,0.894
CA_299085,75,2024-09-18,3.087,3.4,0.908
CA_299085,75,2024-09-19,2.772,3.02,0.918
CA_299085,75,2024-09-20,,,0.925
CA_299086,75,2024-09-13,3.968,5.45,0.728
CA_299086,75,2024-09-14,3.595,5.6,0.642
CA_299086,75,2024-09-15,3.495,5.41,0.646
CA_299086,75,2024-09-16,2.524,3.86,0.654
CA_299086,75,2024-09-17,2.826,4.25,0.665
CA_299086,75,2024-09-18,3.053,4.49,0.68
CA_299086,75,2024-09-19,2.626,3.72,0.706
CA_299086,75,2024-09-20,,,0.726
CA_299125,75,2024-09-13,1.962,4.43,0.443
CA_299125,75,2024-09-14,2.476,4.77,0.519
CA_299125,75,2024-09-15,2.74,5.2,0.527
CA_299125,75,2024-09-16,2.387,4.42,0.54
CA_299125,75,2024-09-17,2.174,3.91,0.556
CA_299125,75,2024-09-18,2.206,3.83,0.576
CA_299125,75,2024-09-19,2.214,3.74,0.592
CA_299125,75,2024-09-20,,,0.606
CA_299136,75,2024-09-13,4.084,4.61,0.886
CA_299136,75,2024-09-14,3.422,4.52,0.757
CA_299136,75,2024-09-15,3.605,4.75,0.759
CA_299136,75,2024-09-16,2.972,3.88,0.766
CA_299136,75,2024-09-17,2.925,3.76,0.778
CA_299136,75,2024-09-18,2.934,3.69,0.795
CA_299136,75,2024-09-19,2.655,3.29,0.807
CA_299136,75,2024-09-20,,,0.814
CA_299151,75,2024-09-13,0.149,4.81,0.031
CA_299151,75,2024-09-14,0.23,5.23,0.044
CA_299151,75,2024-09-15,0.344,5.83,0.059
CA_299151,75,2024-09-16,0.365,4.68,0.078
CA_299151,75,2024-09-17,0.416,4.12,0.101
CA_299151,75,2024-09-18,0.534,4.17,0.128
CA_299151,75,2024-09-19,0.61,4.12,0.148
CA_299151,75,2024-09-20,,,0.161
CA_299174,75,2024-09-13,2.971,4.19,0.709
CA_299174,75,2024-09-14,2.857,4.29,0.666
CA_299174,75,2024-09-15,2.919,4.37,0.668
CA_299174,75,2024-09-16,2.335,3.47,0.673
CA_299174,75,2024-09-17,2.414,3.55,0.68
CA_299174,75,2024-09-18,2.363,3.43,0.689
CA_299174,75,2024-09-19,2.084,2.99,0.697
CA_299174,75,2024-09-20,,,0.704
CA_299176,75,2024-09-13,0.47,4.23,0.111
CA_299176,75,2024-09-14,4.069,4.31,0.944
CA_299176,75,2024-09-15,4.218,4.58,0.921
CA_299176,75,2024-09-16,3.591,3.99,0.9
CA_299176,75,2024-09-17,3.26,3.7,0.881
CA_299176,75,2024-09-18,3.076,3.56,0.864
CA_299176,75,2024-09-19,2.796,3.29,0.85
CA_299176,75,2024-09-20,,,0.839
CA_299213,75,2024-09-13,3.647,4.73,0.771
CA_299213,75,2024-09-14,3.427,4.84,0.708
CA_299213,75,2024-09-15,3.434,4.83,0.711
CA_299213,75,2024-09-16,2.742,3.84,0.714
CA_299213,75,2024-09-17,2.779,3.87,0.718
CA_299213,75,2024-09-18,2.833,3.94,0.719
CA_299213,75,2024-09-19,2.348,3.27,0.718
CA_299213,75,2024-09-20,,,0.714
CA_299233,75,2024-09-13,4.834,4.63,1.044
CA_299233,75,2024-09-14,4.722,4.77,0.99
CA_299233,75,2024-09-15,4.748,4.71,1.008
CA_299233,75,2024-09-16,3.88,3.76,1.032
CA_299233,75,2024-09-17,3.936,3.71,1.061
CA_299233,75,2024-09-18,4.11,3.75,1.096
CA_299233,75,2024-09-19,3.533,3.2,1.104
CA_299233,75,2024-09-20,,,1.106
CA_299254,75,2024-09-13,4.16,5.0,0.832
CA_299254,75,2024-09-14,3.531,4.87,0.725
CA_299254,75,2024-09-15,3.719,5.13,0.725
CA_299254,75,2024-09-16,2.93,4.03,0.727
CA_299254,75,2024-09-17,2.85,3.91,0.729
CA_299254,75,2024-09-18,2.858,3.92,0.729
CA_299254,75,2024-09-19,2.414,3.32,0.727
CA_299254,75,2024-09-20,,,0.723
CA_299256,75,2024-09-13,1.108,4.18,0.265
CA_299256,75,2024-09-14,2.411,4.29,0.562
CA_299256,75,2024-09-15,2.724,4.77,0.571
CA_299256,75,2024-09-16,2.258,3.9,0.579
CA_299256,75,2024-09-17,2.188,3.74,0.585
CA_299256,75,2024-09-18,2.053,3.48,0.59
CA_299256,75,2024-09-19,1.954,3.29,0.594
CA_299256,75,2024-09-20,,,0.597
CA_299259,75,2024-09-13,2.819,4.31,0.654
CA_299259,75,2024-09-14,3.769,4.46,0.845
CA_299259,75,2024-09-15,3.804,4.55,0.836
CA_299259,75,2024-09-16,3.111,3.78,0.823
CA_299259,75,2024-09-17,3.01,3.73,0.807
CA_299259,75,2024-09-18,2.941,3.69,0.797
CA_299259,75,2024-09-19,2.547,3.22,0.791
CA_299259,75,2024-09-20,,,0.791
CA_299265,75,2024-09-13,5.324,5.08,1.048
CA_299265,75,2024-09-14,4.657,5.25,0.887
CA_299265,75,2024-09-15,4.629,5.07,0.913
