time,fret_eto,field_id,crop
2024-10-12,2.48,CA_257603,47
2024-10-13,2.51,CA_257603,47
2024-10-07,3.3,CA_257602,47
2024-10-08,2.73,CA_257602,47
2024-10-09,2.36,CA_257602,47
2024-10-10,2.04,CA_257602,47
2024-10-11,2.36,CA_257602,47
2024-10-12,2.42,CA_257602,47
2024-10-13,2.31,CA_257602,47
2024-10-07,3.39,CA_257597,47
2024-10-08,2.82,CA_257597,47
2024-10-09,2.45,CA_257597,47
2024-10-10,2.17,CA_257597,47
2024-10-11,2.43,CA_257597,47
2024-10-12,2.4,CA_257597,47
2024-10-13,2.38,CA_257597,47
2024-10-07,3.39,CA_257575,61
2024-10-08,2.82,CA_257575,61
2024-10-09,2.45,CA_257575,61
2024-10-10,2.17,CA_257575,61
2024-10-11,2.43,CA_257575,61
2024-10-12,2.4,CA_257575,61
2024-10-13,2.38,CA_257575,61
2024-10-07,3.3,CA_257552,47
2024-10-08,2.73,CA_257552,47
2024-10-09,2.36,CA_257552,47
2024-10-10,2.04,CA_257552,47
2024-10-11,2.36,CA_257552,47
2024-10-12,2.42,CA_257552,47
2024-10-13,2.31,CA_257552,47
2024-10-07,2.58,CA_257489,47
2024-10-08,2.17,CA_257489,47
2024-10-09,1.86,CA_257489,47
2024-10-10,1.63,CA_257489,47
2024-10-11,2.0,CA_257489,47
2024-10-12,2.01,CA_257489,47
2024-10-13,1.89,CA_257489,47
2024-10-07,2.4,CA_257484,47
2024-10-08,2.01,CA_257484,47
2024-10-09,1.63,CA_257484,47
2024-10-10,1.52,CA_257484,47
2024-10-11,1.9,CA_257484,47
2024-10-12,1.83,CA_257484,47
2024-10-13,1.69,CA_257484,47
2024-10-07,2.56,CA_257473,47
2024-10-08,2.12,CA_257473,47
2024-10-09,1.75,CA_257473,47
2024-10-10,1.61,CA_257473,47
2024-10-11,2.05,CA_257473,47
2024-10-12,1.93,CA_257473,47
2024-10-13,1.9,CA_257473,47
2024-10-07,2.61,CA_257449,47
2024-10-08,2.15,CA_257449,47
2024-10-09,1.84,CA_257449,47
2024-10-10,1.67,CA_257449,47
2024-10-11,1.95,CA_257449,47
2024-10-12,1.99,CA_257449,47
2024-10-13,1.91,CA_257449,47
2024-10-07,2.63,CA_257444,47
2024-10-08,2.21,CA_257444,47
2024-10-09,1.87,CA_257444,47
2024-10-10,1.68,CA_257444,47
2024-10-11,2.01,CA_257444,47
2024-10-12,2.01,CA_257444,47
2024-10-13,1.91,CA_257444,47
2024-10-07,3.45,CA_257433,47
2024-10-08,2.92,CA_257433,47
2024-10-09,2.53,CA_257433,47
2024-10-10,2.27,CA_257433,47
2024-10-11,2.5,CA_257433,47
2024-10-12,2.45,CA_257433,47
2024-10-13,2.38,CA_257433,47
2024-10-07,3.22,CA_257422,47
2024-10-08,2.7,CA_257422,47
2024-10-09,2.34,CA_257422,47
2024-10-10,2.09,CA_257422,47
2024-10-11,2.34,CA_257422,47
2024-10-12,2.36,CA_257422,47
2024-10-13,2.28,CA_257422,47
2024-10-07,2.7,CA_257409,47
2024-10-08,2.28,CA_257409,47
2024-10-09,2.01,CA_257409,47
2024-10-10,1.79,CA_257409,47
2024-10-11,2.08,CA_257409,47
2024-10-12,2.11,CA_257409,47
2024-10-13,2.01,CA_257409,47
2024-10-07,2.79,CA_257373,47
2024-10-08,2.37,CA_257373,47
2024-10-09,2.06,CA_257373,47
2024-10-10,1.82,CA_257373,47
2024-10-11,2.16,CA_257373,47
2024-10-12,2.2,CA_257373,47
2024-10-13,2.05,CA_257373,47
2024-10-07,2.63,CA_257353,47
2024-10-08,2.21,CA_257353,47
2024-10-09,1.87,CA_257353,47
2024-10-10,1.68,CA_257353,47
2024-10-11,2.01,CA_257353,47
2024-10-12,2.01,CA_257353,47
2024-10-13,1.91,CA_257353,47
2024-10-07,2.93,CA_257269,47
2024-10-08,2.47,CA_257269,47
2024-10-09,2.16,CA_257269,47
2024-10-10,1.94,CA_257269,47
2024-10-11,2.18,CA_257269,47
2024-10-12,2.23,CA_257269,47
2024-10-13,2.16,CA_257269,47
2024-10-07,2.91,CA_257225,47
2024-10-08,2.44,CA_257225,47
2024-10-09,2.05,CA_257225,47
2024-10-10,1.88,CA_257225,47
2024-10-11,2.26,CA_257225,47
2024-10-12,2.18,CA_257225,47
2024-10-13,2.13,CA_257225,47
2024-10-07,2.8,CA_257223,47
2024-10-08,2.34,CA_257223,47
2024-10-09,2.05,CA_257223,47
2024-10-10,1.78,CA_257223,47
2024-10-11,2.18,CA_257223,47
2024-10-12,2.11,CA_257223,47
2024-10-13,2.07,CA_257223,47
2024-10-07,3.81,CA_257167,47
2024-10-08,3.13,CA_257167,47
2024-10-09,2.55,CA_257167,47
2024-10-10,2.34,CA_257167,47
2024-10-11,2.58,CA_257167,47
2024-10-12,2.45,CA_257167,47
2024-10-13,2.55,CA_257167,47
2024-10-07,3.11,CA_257156,47
2024-10-08,2.63,CA_257156,47
2024-10-09,2.23,CA_257156,47
2024-10-10,2.07,CA_257156,47
2024-10-11,2.35,CA_257156,47
2024-10-12,2.23,CA_257156,47
2024-10-13,2.3,CA_257156,47
2024-10-07,3.12,CA_257149,47
2024-10-08,2.64,CA_257149,47
2024-10-09,2.3,CA_257149,47
2024-10-10,2.1,CA_257149,47
2024-10-11,2.42,CA_257149,47
2024-10-12,2.3,CA_257149,47
2024-10-13,2.34,CA_257149,47
2024-10-07,3.08,CA_257133,47
2024-10-08,2.64,CA_257133,47
2024-10-09,2.24,CA_257133,47
2024-10-10,2.04,CA_257133,47
2024-10-11,2.45,CA_257133,47
2024-10-12,2.3,CA_257133,47
2024-10-13,2.33,CA_257133,47
2024-10-07,3.43,CA_257126,47
2024-10-08,2.85,CA_257126,47
2024-10-09,2.41,CA_257126,47
2024-10-10,2.23,CA_257126,47
2024-10-11,2.53,CA_257126,47
2024-10-12,2.39,CA_257126,47
2024-10-13,2.4,CA_257126,47
2024-10-07,3.5,CA_257085,47
2024-10-08,3.07,CA_257085,47
2024-10-09,2.58,CA_257085,47
2024-10-10,2.39,CA_257085,47
2024-10-11,2.67,CA_257085,47
2024-10-12,2.56,CA_257085,47
2024-10-13,2.58,CA_257085,47
2024-10-07,3.04,CA_257080,47
2024-10-08,2.57,CA_257080,47
2024-10-09,2.2,CA_257080,47
2024-10-10,1.93,CA_257080,47
2024-10-11,2.22,CA_257080,47
2024-10-12,2.2,CA_257080,47
2024-10-13,2.23,CA_257080,47
2024-10-07,2.41,CA_257010,47
2024-10-08,2.1,CA_257010,47
2024-10-09,1.74,CA_257010,47
2024-10-10,1.51,CA_257010,47
2024-10-11,1.84,CA_257010,47
2024-10-12,1.84,CA_257010,47
2024-10-13,1.8,CA_257010,47
2024-10-07,2.43,CA_256999,47
2024-10-08,2.13,CA_256999,47
2024-10-09,1.73,CA_256999,47
2024-10-10,1.57,CA_256999,47
2024-10-11,1.87,CA_256999,47
2024-10-12,1.87,CA_256999,47
2024-10-13,1.83,CA_256999,47
2024-10-07,3.37,CA_256983,47
2024-10-08,2.89,CA_256983,47
2024-10-09,2.45,CA_256983,47
2024-10-10,2.19,CA_256983,47
2024-10-11,2.42,CA_256983,47
2024-10-12,2.48,CA_256983,47
2024-10-13,2.51,CA_256983,47
2024-10-07,2.95,CA_256907,47
2024-10-08,2.47,CA_256907,47
2024-10-09,2.18,CA_256907,47
2024-10-10,1.94,CA_256907,47
2024-10-11,2.28,CA_256907,47
2024-10-12,2.21,CA_256907,47
2024-10-13,2.17,CA_256907,47
2024-10-07,3.11,CA_256896,47
2024-10-08,2.59,CA_256896,47
2024-10-09,2.24,CA_256896,47
2024-10-10,1.99,CA_256896,47
2024-10-11,2.26,CA_256896,47
2024-10-12,2.35,CA_256896,47
2024-10-13,2.22,CA_256896,47
2024-10-07,2.97,CA_256852,47
2024-10-08,2.48,CA_256852,47
2024-10-09,2.2,CA_256852,47
2024-10-10,1.92,CA_256852,47
2024-10-11,2.29,CA_256852,47
2024-10-12,2.18,CA_256852,47
2024-10-13,2.14,CA_256852,47
2024-10-07,3.09,CA_256840,47
2024-10-08,2.61,CA_256840,47
2024-10-09,2.28,CA_256840,47
2024-10-10,2.05,CA_256840,47
2024-10-11,2.32,CA_256840,47
2024-10-12,2.31,CA_256840,47
2024-10-13,2.29,CA_256840,47
2024-10-07,2.7,CA_256837,47
2024-10-08,2.28,CA_256837,47
2024-10-09,2.01,CA_256837,47
2024-10-10,1.79,CA_256837,47
2024-10-11,2.08,CA_256837,47
2024-10-12,2.11,CA_256837,47
2024-10-13,2.01,CA_256837,47
2024-10-07,2.61,CA_256834,47
2024-10-08,2.15,CA_256834,47
2024-10-09,1.84,CA_256834,47
2024-10-10,1.67,CA_256834,47
2024-10-11,1.95,CA_256834,47
2024-10-12,1.99,CA_256834,47
2024-10-13,1.91,CA_256834,47
2024-10-07,2.91,CA_256730,47
2024-10-08,2.44,CA_256730,47
2024-10-09,2.05,CA_256730,47
2024-10-10,1.88,CA_256730,47
2024-10-11,2.26,CA_256730,47
2024-10-12,2.18,CA_256730,47
2024-10-13,2.13,CA_256730,47
2024-10-07,2.87,CA_256702,47
2024-10-08,2.45,CA_256702,47
2024-10-09,2.13,CA_256702,47
2024-10-10,1.85,CA_256702,47
2024-10-11,2.21,CA_256702,47
2024-10-12,2.17,CA_256702,47
2024-10-13,2.06,CA_256702,47
2024-10-07,3.0,CA_256692,47
2024-10-08,2.6,CA_256692,47
2024-10-09,2.2,CA_256692,47
2024-10-10,2.04,CA_256692,47
2024-10-11,2.32,CA_256692,47
2024-10-12,2.22,CA_256692,47
2024-10-13,2.19,CA_256692,47
2024-10-07,3.22,CA_256687,47
2024-10-08,2.7,CA_256687,47
2024-10-09,2.34,CA_256687,47
2024-10-10,2.09,CA_256687,47
2024-10-11,2.34,CA_256687,47
2024-10-12,2.36,CA_256687,47
2024-10-13,2.28,CA_256687,47
2024-10-07,3.19,CA_256651,47
2024-10-08,2.68,CA_256651,47
2024-10-09,2.28,CA_256651,47
2024-10-10,2.0,CA_256651,47
2024-10-11,2.28,CA_256651,47
2024-10-12,2.35,CA_256651,47
2024-10-13,2.23,CA_256651,47
2024-10-07,2.91,CA_256646,47
2024-10-08,2.44,CA_256646,47
2024-10-09,2.05,CA_256646,47
2024-10-10,1.88,CA_256646,47
2024-10-11,2.26,CA_256646,47
2024-10-12,2.18,CA_256646,47
2024-10-13,2.13,CA_256646,47
2024-10-07,2.91,CA_256638,47
2024-10-08,2.44,CA_256638,47
2024-10-09,2.05,CA_256638,47
2024-10-10,1.88,CA_256638,47
2024-10-11,2.26,CA_256638,47
2024-10-12,2.18,CA_256638,47
2024-10-13,2.13,CA_256638,47
2024-10-07,3.5,CA_256633,47
2024-10-08,3.07,CA_256633,47
2024-10-09,2.58,CA_256633,47
2024-10-10,2.39,CA_256633,47
2024-10-11,2.67,CA_256633,47
2024-10-12,2.56,CA_256633,47
2024-10-13,2.58,CA_256633,47
2024-10-07,3.92,CA_256575,47
2024-10-08,3.16,CA_256575,47
2024-10-09,2.58,CA_256575,47
2024-10-10,2.38,CA_256575,47
2024-10-11,2.61,CA_256575,47
2024-10-12,2.45,CA_256575,47
2024-10-13,2.59,CA_256575,47
2024-10-07,3.92,CA_256559,47
2024-10-08,3.16,CA_256559,47
2024-10-09,2.58,CA_256559,47
2024-10-10,2.38,CA_256559,47
2024-10-11,2.61,CA_256559,47
2024-10-12,2.45,CA_256559,47
2024-10-13,2.59,CA_256559,47
2024-10-07,3.92,CA_256549,47
2024-10-08,3.16,CA_256549,47
2024-10-09,2.58,CA_256549,47
2024-10-10,2.38,CA_256549,47
2024-10-11,2.61,CA_256549,47
2024-10-12,2.45,CA_256549,47
2024-10-13,2.59,CA_256549,47
2024-10-07,2.79,CA_256514,47
2024-10-08,2.37,CA_256514,47
2024-10-09,2.06,CA_256514,47
2024-10-10,1.82,CA_256514,47
2024-10-11,2.16,CA_256514,47
2024-10-12,2.2,CA_256514,47
2024-10-13,2.05,CA_256514,47
2024-10-07,3.58,CA_256509,47
2024-10-08,2.99,CA_256509,47
2024-10-09,2.41,CA_256509,47
2024-10-10,2.29,CA_256509,47
2024-10-11,2.52,CA_256509,47
2024-10-12,2.37,CA_256509,47
2024-10-13,2.42,CA_256509,47
2024-10-07,2.73,CA_256500,47
2024-10-08,2.27,CA_256500,47
2024-10-09,1.94,CA_256500,47
2024-10-10,1.74,CA_256500,47
2024-10-11,2.09,CA_256500,47
2024-10-12,2.06,CA_256500,47
2024-10-13,1.99,CA_256500,47
2024-10-07,3.15,CA_256444,47
2024-10-08,2.64,CA_256444,47
2024-10-09,2.27,CA_256444,47
2024-10-10,2.03,CA_256444,47
2024-10-11,2.29,CA_256444,47
2024-10-12,2.36,CA_256444,47
2024-10-13,2.26,CA_256444,47
2024-10-07,3.04,CA_256432,47
2024-10-08,2.57,CA_256432,47
2024-10-09,2.2,CA_256432,47
2024-10-10,1.93,CA_256432,47
2024-10-11,2.22,CA_256432,47
2024-10-12,2.2,CA_256432,47
2024-10-13,2.23,CA_256432,47
2024-10-07,3.11,CA_256421,47
2024-10-08,2.59,CA_256421,47
2024-10-09,2.24,CA_256421,47
2024-10-10,1.99,CA_256421,47
2024-10-11,2.26,CA_256421,47
2024-10-12,2.35,CA_256421,47
2024-10-13,2.22,CA_256421,47
2024-10-07,3.24,CA_256395,47
2024-10-08,2.82,CA_256395,47
2024-10-09,2.29,CA_256395,47
2024-10-10,2.09,CA_256395,47
2024-10-11,2.45,CA_256395,47
2024-10-12,2.28,CA_256395,47
2024-10-13,2.29,CA_256395,47
2024-10-07,3.08,CA_256391,47
2024-10-08,2.64,CA_256391,47
2024-10-09,2.24,CA_256391,47
2024-10-10,2.04,CA_256391,47
2024-10-11,2.45,CA_256391,47
2024-10-12,2.3,CA_256391,47
2024-10-13,2.33,CA_256391,47
2024-10-07,2.56,CA_256383,47
2024-10-08,2.15,CA_256383,47
2024-10-09,1.88,CA_256383,47
2024-10-10,1.67,CA_256383,47
2024-10-11,1.91,CA_256383,47
2024-10-12,1.95,CA_256383,47
2024-10-13,1.87,CA_256383,47
2024-10-07,3.58,CA_256369,47
2024-10-08,2.99,CA_256369,47
2024-10-09,2.41,CA_256369,47
2024-10-10,2.29,CA_256369,47
2024-10-11,2.52,CA_256369,47
2024-10-12,2.37,CA_256369,47
2024-10-13,2.42,CA_256369,47
2024-10-07,2.91,CA_256367,47
2024-10-08,2.44,CA_256367,47
2024-10-09,2.05,CA_256367,47
2024-10-10,1.88,CA_256367,47
2024-10-11,2.26,CA_256367,47
2024-10-12,2.18,CA_256367,47
2024-10-13,2.13,CA_256367,47
2024-10-07,2.34,CA_256346,47
2024-10-08,1.92,CA_256346,47
2024-10-09,1.65,CA_256346,47
2024-10-10,1.52,CA_256346,47
2024-10-11,1.88,CA_256346,47
2024-10-12,1.83,CA_256346,47
2024-10-13,1.7,CA_256346,47
2024-10-07,3.11,CA_256328,47
2024-10-08,2.59,CA_256328,47
2024-10-09,2.24,CA_256328,47
2024-10-10,1.99,CA_256328,47
2024-10-11,2.26,CA_256328,47
2024-10-12,2.35,CA_256328,47
2024-10-13,2.22,CA_256328,47
2024-10-07,2.39,CA_256318,47
2024-10-08,2.07,CA_256318,47
2024-10-09,1.68,CA_256318,47
2024-10-10,1.54,CA_256318,47
2024-10-11,1.83,CA_256318,47
2024-10-12,1.83,CA_256318,47
2024-10-13,1.75,CA_256318,47
2024-10-07,3.15,CA_256317,47
2024-10-08,2.64,CA_256317,47
2024-10-09,2.27,CA_256317,47
2024-10-10,2.03,CA_256317,47
2024-10-11,2.29,CA_256317,47
2024-10-12,2.36,CA_256317,47
2024-10-13,2.26,CA_256317,47
2024-10-07,3.74,CA_256271,47
2024-10-08,3.15,CA_256271,47
2024-10-09,2.58,CA_256271,47
2024-10-10,2.33,CA_256271,47
2024-10-11,2.69,CA_256271,47
2024-10-12,2.52,CA_256271,47
2024-10-13,2.67,CA_256271,47
2024-10-07,3.58,CA_256259,47
2024-10-08,2.99,CA_256259,47
2024-10-09,2.41,CA_256259,47
2024-10-10,2.29,CA_256259,47
2024-10-11,2.52,CA_256259,47
2024-10-12,2.37,CA_256259,47
2024-10-13,2.42,CA_256259,47
2024-10-07,3.12,CA_256246,47
2024-10-08,2.64,CA_256246,47
2024-10-09,2.3,CA_256246,47
2024-10-10,2.1,CA_256246,47
2024-10-11,2.42,CA_256246,47
2024-10-12,2.3,CA_256246,47
2024-10-13,2.34,CA_256246,47
2024-10-07,2.8,CA_256219,47
2024-10-08,2.34,CA_256219,47
2024-10-09,2.05,CA_256219,47
2024-10-10,1.78,CA_256219,47
2024-10-11,2.18,CA_256219,47
2024-10-12,2.11,CA_256219,47
2024-10-13,2.07,CA_256219,47
2024-10-07,2.87,CA_256212,47
2024-10-08,2.45,CA_256212,47
2024-10-09,2.13,CA_256212,47
2024-10-10,1.85,CA_256212,47
2024-10-11,2.21,CA_256212,47
2024-10-12,2.17,CA_256212,47
2024-10-13,2.06,CA_256212,47
2024-10-07,3.39,CA_256202,47
2024-10-08,2.87,CA_256202,47
2024-10-09,2.46,CA_256202,47
2024-10-10,2.19,CA_256202,47
2024-10-11,2.42,CA_256202,47
2024-10-12,2.44,CA_256202,47
2024-10-13,2.42,CA_256202,47
2024-10-07,2.87,CA_256198,47
2024-10-08,2.45,CA_256198,47
2024-10-09,2.13,CA_256198,47
2024-10-10,1.85,CA_256198,47
2024-10-11,2.21,CA_256198,47
2024-10-12,2.17,CA_256198,47
2024-10-13,2.06,CA_256198,47
2024-10-07,2.73,CA_256172,47
2024-10-08,2.27,CA_256172,47
2024-10-09,1.94,CA_256172,47
2024-10-10,1.74,CA_256172,47
2024-10-11,2.09,CA_256172,47
2024-10-12,2.06,CA_256172,47
2024-10-13,1.99,CA_256172,47
2024-10-07,2.7,CA_256155,47
2024-10-08,2.28,CA_256155,47
2024-10-09,2.01,CA_256155,47
2024-10-10,1.79,CA_256155,47
2024-10-11,2.08,CA_256155,47
2024-10-12,2.11,CA_256155,47
2024-10-13,2.01,CA_256155,47
2024-10-07,3.39,CA_256150,47
2024-10-08,2.82,CA_256150,47
2024-10-09,2.45,CA_256150,47
2024-10-10,2.17,CA_256150,47
2024-10-11,2.43,CA_256150,47
2024-10-12,2.4,CA_256150,47
2024-10-13,2.38,CA_256150,47
2024-10-07,3.19,CA_256148,47
2024-10-08,2.68,CA_256148,47
2024-10-09,2.28,CA_256148,47
2024-10-10,2.0,CA_256148,47
2024-10-11,2.28,CA_256148,47
2024-10-12,2.35,CA_256148,47
2024-10-13,2.23,CA_256148,47
2024-10-07,2.34,CA_256144,47
2024-10-08,1.92,CA_256144,47
2024-10-09,1.65,CA_256144,47
2024-10-10,1.52,CA_256144,47
2024-10-11,1.88,CA_256144,47
2024-10-12,1.83,CA_256144,47
2024-10-13,1.7,CA_256144,47
2024-10-07,2.84,CA_256102,47
2024-10-08,2.41,CA_256102,47
2024-10-09,2.06,CA_256102,47
2024-10-10,1.84,CA_256102,47
2024-10-11,2.12,CA_256102,47
2024-10-12,2.13,CA_256102,47
2024-10-13,2.08,CA_256102,47
2024-10-07,2.57,CA_256100,47
2024-10-08,2.17,CA_256100,47
2024-10-09,1.82,CA_256100,47
2024-10-10,1.61,CA_256100,47
2024-10-11,1.91,CA_256100,47
2024-10-12,1.89,CA_256100,47
2024-10-13,1.88,CA_256100,47
2024-10-07,2.57,CA_256093,47
2024-10-08,2.17,CA_256093,47
2024-10-09,1.82,CA_256093,47
2024-10-10,1.61,CA_256093,47
2024-10-11,1.91,CA_256093,47
2024-10-12,1.89,CA_256093,47
2024-10-13,1.88,CA_256093,47
