field_id,crop,time,fret_et,fret_eto,fret_etof
CA_244108,47,2024-09-17,1.667,2.47,0.675
CA_244108,47,2024-09-18,,,0.66
CA_244108,47,2024-09-19,,,0.644
CA_244113,47,2024-09-11,1.875,3.36,0.558
CA_244113,47,2024-09-12,1.788,3.5,0.511
CA_244113,47,2024-09-13,1.837,3.63,0.506
CA_244113,47,2024-09-14,1.506,3.03,0.497
CA_244113,47,2024-09-15,1.316,2.72,0.484
CA_244113,47,2024-09-16,0.964,2.06,0.468
CA_244113,47,2024-09-17,1.109,2.47,0.449
CA_244113,47,2024-09-18,,,0.427
CA_244144,61,2024-09-11,1.812,3.56,0.509
CA_244144,61,2024-09-12,1.635,3.7,0.442
CA_244144,61,2024-09-13,1.772,3.86,0.459
CA_244144,61,2024-09-14,1.52,3.2,0.475
CA_244144,61,2024-09-15,1.46,2.98,0.49
CA_244144,61,2024-09-16,1.165,2.32,0.502
CA_244144,61,2024-09-17,1.424,2.77,0.514
CA_244144,61,2024-09-18,,,0.524
CA_244148,69,2024-09-12,1.878,3.57,0.526
CA_244148,69,2024-09-13,0.981,3.76,0.261
CA_244148,69,2024-09-14,0.908,3.4,0.267
CA_244148,69,2024-09-15,0.882,3.23,0.273
CA_244148,69,2024-09-16,0.82,2.93,0.28
CA_244148,69,2024-09-17,0.895,3.14,0.285
CA_244148,69,2024-09-18,0.92,3.16,0.291
CA_244148,69,2024-09-19,,,0.297
CA_244152,47,2024-09-12,3.191,3.22,0.991
CA_244152,47,2024-09-13,2.38,3.43,0.694
CA_244152,47,2024-09-14,2.101,3.08,0.682
CA_244152,47,2024-09-15,1.92,2.87,0.669
CA_244152,47,2024-09-16,1.792,2.72,0.659
CA_244152,47,2024-09-17,1.91,2.93,0.652
CA_244152,47,2024-09-18,1.863,2.87,0.649
CA_244152,47,2024-09-19,,,0.648
CA_244172,69,2024-09-12,1.52,3.34,0.455
CA_244172,69,2024-09-13,1.779,3.73,0.477
CA_244172,69,2024-09-14,1.631,3.39,0.481
CA_244172,69,2024-09-15,1.539,3.18,0.484
CA_244172,69,2024-09-16,1.413,2.92,0.484
CA_244172,69,2024-09-17,1.566,3.1,0.505
CA_244172,69,2024-09-18,1.613,3.09,0.522
CA_244172,69,2024-09-19,,,0.536
CA_244189,69,2024-09-12,2.894,3.72,0.778
CA_244189,69,2024-09-13,1.932,3.95,0.489
CA_244189,69,2024-09-14,1.782,3.66,0.487
CA_244189,69,2024-09-15,1.655,3.42,0.484
CA_244189,69,2024-09-16,1.48,3.07,0.482
CA_244189,69,2024-09-17,1.558,3.28,0.475
CA_244189,69,2024-09-18,1.527,3.29,0.464
CA_244189,69,2024-09-19,,,0.448
CA_244207,47,2024-09-11,2.67,2.56,1.043
CA_244207,47,2024-09-12,2.663,3.1,0.859
CA_244207,47,2024-09-13,2.834,3.17,0.894
CA_244207,47,2024-09-14,2.411,2.67,0.903
CA_244207,47,2024-09-15,2.052,2.25,0.912
CA_244207,47,2024-09-16,1.733,1.88,0.922
CA_244207,47,2024-09-17,2.085,2.24,0.931
CA_244207,47,2024-09-18,,,0.941
CA_244212,47,2024-09-11,,2.73,
CA_244212,47,2024-09-12,3.588,3.25,1.104
CA_244212,47,2024-09-13,2.412,3.26,0.74
CA_244212,47,2024-09-14,2.035,2.67,0.762
CA_244212,47,2024-09-15,1.922,2.47,0.778
CA_244212,47,2024-09-16,1.625,2.06,0.789
CA_244212,47,2024-09-17,1.972,2.48,0.795
CA_244212,47,2024-09-18,,,0.797
CA_244212,47,2024-09-19,,,0.793
CA_244216,47,2024-09-11,,2.6,
CA_244216,47,2024-09-12,1.822,3.11,0.586
CA_244216,47,2024-09-13,2.069,3.07,0.674
CA_244216,47,2024-09-14,1.536,2.53,0.607
CA_244216,47,2024-09-15,1.263,2.3,0.549
CA_244216,47,2024-09-16,0.958,1.92,0.499
CA_244216,47,2024-09-17,1.092,2.38,0.459
CA_244216,47,2024-09-18,,,0.426
CA_244216,47,2024-09-19,,,0.403
CA_244229,47,2024-09-11,2.95,2.59,1.139
CA_244229,47,2024-09-12,1.316,3.09,0.426
CA_244229,47,2024-09-13,1.499,3.43,0.437
CA_244229,47,2024-09-14,1.277,2.85,0.448
CA_244229,47,2024-09-15,1.076,2.34,0.46
CA_244229,47,2024-09-16,0.906,1.92,0.472
CA_244229,47,2024-09-17,1.108,2.29,0.484
CA_244229,47,2024-09-18,,,0.496
CA_244317,47,2024-09-11,,2.59,
CA_244317,47,2024-09-12,1.431,3.09,0.463
CA_244317,47,2024-09-13,3.451,3.43,1.006
CA_244317,47,2024-09-14,2.933,2.85,1.029
CA_244317,47,2024-09-15,2.457,2.34,1.05
CA_244317,47,2024-09-16,2.054,1.92,1.07
CA_244317,47,2024-09-17,2.45,2.29,1.07
CA_244317,47,2024-09-18,,,1.066
CA_244317,47,2024-09-19,,,1.06
CA_244323,47,2024-09-11,,2.6,
CA_244323,47,2024-09-12,0.948,2.99,0.317
CA_244323,47,2024-09-13,0.952,3.13,0.304
CA_244323,47,2024-09-14,0.739,2.48,0.298
CA_244323,47,2024-09-15,0.623,2.12,0.294
CA_244323,47,2024-09-16,0.517,1.68,0.308
CA_244323,47,2024-09-17,0.658,2.05,0.321
CA_244323,47,2024-09-18,,,0.333
CA_244323,47,2024-09-19,,,0.346
CA_244332,47,2024-09-11,0.846,2.58,0.328
CA_244332,47,2024-09-12,1.176,2.97,0.396
CA_244332,47,2024-09-13,1.393,3.39,0.411
CA_244332,47,2024-09-14,1.188,2.85,0.417
CA_244332,47,2024-09-15,1.017,2.45,0.415
CA_244332,47,2024-09-16,0.751,1.85,0.406
CA_244332,47,2024-09-17,0.86,2.21,0.389
CA_244332,47,2024-09-18,,,0.364
CA_244362,47,2024-09-11,1.906,2.6,0.733
CA_244362,47,2024-09-12,2.628,3.11,0.845
CA_244362,47,2024-09-13,2.631,3.07,0.857
CA_244362,47,2024-09-14,2.186,2.53,0.864
CA_244362,47,2024-09-15,2.001,2.3,0.87
CA_244362,47,2024-09-16,1.68,1.92,0.875
CA_244362,47,2024-09-17,2.09,2.38,0.878
CA_244362,47,2024-09-18,,,0.881
CA_244363,47,2024-09-11,,2.6,
CA_244363,47,2024-09-12,1.815,2.9,0.626
CA_244363,47,2024-09-13,1.628,3.13,0.52
CA_244363,47,2024-09-14,1.265,2.52,0.502
CA_244363,47,2024-09-15,1.129,2.3,0.491
CA_244363,47,2024-09-16,0.911,1.87,0.487
CA_244363,47,2024-09-17,1.1,2.25,0.489
CA_244363,47,2024-09-18,,,0.498
CA_244363,47,2024-09-19,,,0.514
CA_244380,47,2024-09-11,1.285,2.55,0.504
CA_244380,47,2024-09-12,0.596,3.09,0.193
CA_244380,47,2024-09-13,0.588,3.25,0.181
CA_244380,47,2024-09-14,0.454,2.7,0.168
CA_244380,47,2024-09-15,0.352,2.27,0.155
CA_244380,47,2024-09-16,0.283,1.76,0.161
CA_244380,47,2024-09-17,0.357,2.15,0.166
CA_244380,47,2024-09-18,,,0.172
CA_244387,61,2024-09-12,1.767,2.98,0.593
CA_244387,61,2024-09-13,0.806,3.33,0.242
CA_244387,61,2024-09-14,0.661,2.73,0.242
CA_244387,61,2024-09-15,0.547,2.24,0.244
CA_244387,61,2024-09-16,0.538,2.17,0.248
CA_244387,61,2024-09-17,0.592,2.33,0.254
CA_244387,61,2024-09-18,0.59,2.25,0.262
CA_244387,61,2024-09-19,,,0.269
CA_244402,47,2024-09-11,2.717,2.63,1.033
CA_244402,47,2024-09-12,3.095,3.12,0.992
CA_244402,47,2024-09-13,3.081,3.17,0.972
CA_244402,47,2024-09-14,2.55,2.69,0.948
CA_244402,47,2024-09-15,2.074,2.25,0.922
CA_244402,47,2024-09-16,1.582,1.77,0.894
CA_244402,47,2024-09-17,1.871,2.17,0.862
CA_244402,47,2024-09-18,,,0.828
CA_244426,47,2024-09-11,3.1,3.17,0.978
CA_244426,47,2024-09-12,3.553,3.46,1.027
CA_244426,47,2024-09-13,3.64,3.48,1.046
CA_244426,47,2024-09-14,3.056,2.95,1.036
CA_244426,47,2024-09-15,2.719,2.66,1.022
CA_244426,47,2024-09-16,2.1,2.09,1.005
CA_244426,47,2024-09-17,2.44,2.48,0.984
CA_244426,47,2024-09-18,,,0.96
CA_244427,47,2024-09-11,1.385,2.55,0.543
CA_244427,47,2024-09-12,1.449,3.09,0.469
CA_244427,47,2024-09-13,1.466,3.25,0.451
CA_244427,47,2024-09-14,1.169,2.7,0.433
CA_244427,47,2024-09-15,0.942,2.27,0.415
CA_244427,47,2024-09-16,0.699,1.76,0.397
CA_244427,47,2024-09-17,0.815,2.15,0.379
CA_244427,47,2024-09-18,,,0.36
CA_244429,47,2024-09-11,2.478,2.6,0.953
CA_244429,47,2024-09-12,2.604,2.99,0.871
CA_244429,47,2024-09-13,2.748,3.13,0.878
CA_244429,47,2024-09-14,2.182,2.48,0.88
CA_244429,47,2024-09-15,1.857,2.12,0.876
CA_244429,47,2024-09-16,1.457,1.68,0.867
CA_244429,47,2024-09-17,1.747,2.05,0.852
CA_244429,47,2024-09-18,,,0.831
CA_244437,47,2024-09-11,0.712,2.56,0.278
CA_244437,47,2024-09-12,0.794,3.1,0.256
CA_244437,47,2024-09-13,0.786,3.17,0.248
CA_244437,47,2024-09-14,0.641,2.67,0.24
CA_244437,47,2024-09-15,0.52,2.25,0.231
CA_244437,47,2024-09-16,0.438,1.88,0.233
CA_244437,47,2024-09-17,0.529,2.24,0.236
CA_244437,47,2024-09-18,,,0.238
CA_244473,47,2024-09-11,0.8,2.58,0.31
CA_244473,47,2024-09-12,1.016,2.97,0.342
CA_244473,47,2024-09-13,1.17,3.39,0.345
CA_244473,47,2024-09-14,0.992,2.85,0.348
CA_244473,47,2024-09-15,0.86,2.45,0.351
CA_244473,47,2024-09-16,0.651,1.85,0.352
CA_244473,47,2024-09-17,0.774,2.21,0.35
CA_244473,47,2024-09-18,,,0.347
CA_244478,47,2024-09-11,0.819,2.56,0.32
CA_244478,47,2024-09-12,1.246,3.1,0.402
CA_244478,47,2024-09-13,1.312,3.17,0.414
CA_244478,47,2024-09-14,1.076,2.67,0.403
CA_244478,47,2024-09-15,0.887,2.25,0.394
CA_244478,47,2024-09-16,0.729,1.88,0.388
CA_244478,47,2024-09-17,0.86,2.24,0.384
CA_244478,47,2024-09-18,,,0.382
CA_244479,47,2024-09-11,,2.6,
CA_244479,47,2024-09-12,1.731,2.99,0.579
CA_244479,47,2024-09-13,0.961,3.13,0.307
CA_244479,47,2024-09-14,0.727,2.48,0.293
CA_244479,47,2024-09-15,0.591,2.12,0.279
CA_244479,47,2024-09-16,0.445,1.68,0.265
CA_244479,47,2024-09-17,0.517,2.05,0.252
CA_244479,47,2024-09-18,,,0.239
CA_244479,47,2024-09-19,,,0.226
CA_244491,47,2024-09-11,0.906,2.56,0.354
CA_244491,47,2024-09-12,1.141,3.1,0.368
CA_244491,47,2024-09-13,1.144,3.17,0.361
CA_244491,47,2024-09-14,0.945,2.67,0.354
CA_244491,47,2024-09-15,0.77,2.25,0.342
CA_244491,47,2024-09-16,0.613,1.88,0.326
CA_244491,47,2024-09-17,0.685,2.24,0.306
CA_244491,47,2024-09-18,,,0.282
CA_244504,47,2024-09-11,2.361,2.31,1.022
CA_244504,47,2024-09-12,2.893,2.89,1.001
CA_244504,47,2024-09-13,3.374,3.25,1.038
CA_244504,47,2024-09-14,2.756,2.59,1.064
CA_244504,47,2024-09-15,2.341,2.16,1.084
CA_244504,47,2024-09-16,1.881,1.71,1.1
CA_244504,47,2024-09-17,2.235,2.01,1.112
CA_244504,47,2024-09-18,,,1.118
CA_244553,47,2024-09-11,1.731,2.73,0.634
CA_244553,47,2024-09-12,3.296,3.25,1.014
CA_244553,47,2024-09-13,3.306,3.26,1.014
CA_244553,47,2024-09-14,2.705,2.67,1.013
CA_244553,47,2024-09-15,2.5,2.47,1.012
CA_244553,47,2024-09-16,2.097,2.06,1.018
CA_244553,47,2024-09-17,2.53,2.48,1.02
CA_244553,47,2024-09-18,,,1.019
CA_244574,47,2024-09-11,1.921,2.6,0.739
CA_244574,47,2024-09-12,1.263,3.11,0.406
CA_244574,47,2024-09-13,1.24,3.07,0.404
CA_244574,47,2024-09-14,1.025,2.53,0.405
CA_244574,47,2024-09-15,0.941,2.3,0.409
CA_244574,47,2024-09-16,0.799,1.92,0.416
CA_244574,47,2024-09-17,1.016,2.38,0.427
CA_244574,47,2024-09-18,,,0.44
CA_244617,72,2024-09-11,2.061,3.23,0.638
CA_244617,72,2024-09-12,1.68,3.4,0.494
CA_244617,72,2024-09-13,1.904,3.69,0.516
CA_244617,72,2024-09-14,1.695,3.15,0.538
CA_244617,72,2024-09-15,1.604,2.88,0.557
CA_244617,72,2024-09-16,1.368,2.38,0.575
CA_244617,72,2024-09-17,1.596,2.7,0.591
CA_244617,72,2024-09-18,,,0.605
CA_244653,47,2024-09-12,1.008,3.12,0.323
CA_244653,47,2024-09-13,0.656,3.28,0.2
CA_244653,47,2024-09-14,0.58,2.8,0.207
CA_244653,47,2024-09-15,0.46,2.22,0.207
CA_244653,47,2024-09-16,0.446,2.21,0.202
CA_244653,47,2024-09-17,0.455,2.38,0.191
CA_244653,47,2024-09-18,0.4,2.3,0.174
CA_244653,47,2024-09-19,,,0.167
CA_244673,47,2024-09-11,2.494,2.86,0.872
CA_244673,47,2024-09-12,3.494,3.35,1.043
CA_244673,47,2024-09-13,3.508,3.36,1.044
CA_244673,47,2024-09-14,3.022,2.9,1.042
CA_244673,47,2024-09-15,2.647,2.55,1.038
CA_244673,47,2024-09-16,2.239,2.17,1.032
CA_244673,47,2024-09-17,2.629,2.57,1.023
CA_244673,47,2024-09-18,,,1.011
CA_244686,47,2024-09-11,1.298,2.91,0.446
CA_244686,47,2024-09-12,0.562,3.27,0.172
CA_244686,47,2024-09-13,0.582,3.25,0.179
CA_244686,47,2024-09-14,0.54,2.84,0.19
CA_244686,47,2024-09-15,0.494,2.41,0.205
CA_244686,47,2024-09-16,0.384,1.82,0.211
CA_244686,47,2024-09-17,0.516,2.4,0.215
CA_244686,47,2024-09-18,,,0.215
CA_244748,47,2024-09-11,2.579,2.72,0.948
CA_244748,47,2024-09-12,2.395,3.11,0.77
CA_244748,47,2024-09-13,2.621,3.33,0.787
CA_244748,47,2024-09-14,2.216,2.77,0.8
CA_244748,47,2024-09-15,1.866,2.31,0.808
CA_244748,47,2024-09-16,1.445,1.78,0.812
CA_244748,47,2024-09-17,1.77,2.18,0.812
CA_244748,47,2024-09-18,,,0.808
CA_244751,47,2024-09-11,2.407,2.58,0.933
CA_244751,47,2024-09-12,2.813,2.97,0.947
CA_244751,47,2024-09-13,3.204,3.39,0.945
CA_244751,47,2024-09-14,2.673,2.85,0.938
CA_244751,47,2024-09-15,2.274,2.45,0.928
CA_244751,47,2024-09-16,1.687,1.85,0.912
CA_244751,47,2024-09-17,1.974,2.21,0.893
CA_244751,47,2024-09-18,,,0.868
CA_244758,47,2024-09-11,2.454,2.86,0.858
CA_244758,47,2024-09-12,3.236,3.35,0.966
CA_244758,47,2024-09-13,3.212,3.36,0.956
CA_244758,47,2024-09-14,2.729,2.9,0.941
CA_244758,47,2024-09-15,2.346,2.55,0.92
CA_244758,47,2024-09-16,1.94,2.17,0.894
CA_244758,47,2024-09-17,2.233,2.57,0.869
CA_244758,47,2024-09-18,,,0.846
CA_244760,47,2024-09-11,2.621,2.6,1.008
CA_244760,47,2024-09-12,2.703,2.9,0.932
CA_244760,47,2024-09-13,2.895,3.13,0.925
CA_244760,47,2024-09-14,2.313,2.52,0.918
CA_244760,47,2024-09-15,2.098,2.3,0.912
CA_244760,47,2024-09-16,1.692,1.87,0.905
CA_244760,47,2024-09-17,2.016,2.25,0.896
CA_244760,47,2024-09-18,,,0.884
CA_244773,47,2024-09-11,0.712,2.6,0.274
CA_244773,47,2024-09-12,0.963,2.9,0.332
CA_244773,47,2024-09-13,0.989,3.13,0.316
CA_244773,47,2024-09-14,0.751,2.52,0.298
CA_244773,47,2024-09-15,0.644,2.3,0.28
CA_244773,47,2024-09-16,0.486,1.87,0.26
CA_244773,47,2024-09-17,0.54,2.25,0.24
CA_244773,47,2024-09-18,,,0.218
CA_244845,47,2024-09-11,2.924,2.73,1.071
CA_244845,47,2024-09-12,2.639,3.25,0.812
CA_244845,47,2024-09-13,2.621,3.26,0.804
CA_244845,47,2024-09-14,2.125,2.67,0.796
CA_244845,47,2024-09-15,1.951,2.47,0.79
CA_244845,47,2024-09-16,1.615,2.06,0.784
CA_244845,47,2024-09-17,1.929,2.48,0.778
CA_244845,47,2024-09-18,,,0.774
CA_244849,47,2024-09-11,1.428,2.63,0.543
CA_244849,47,2024-09-12,1.073,3.12,0.344
CA_244849,47,2024-09-13,1.049,3.17,0.331
CA_244849,47,2024-09-14,0.912,2.69,0.339
CA_244849,47,2024-09-15,0.781,2.25,0.347
CA_244849,47,2024-09-16,0.627,1.77,0.354
CA_244849,47,2024-09-17,0.783,2.17,0.361
CA_244849,47,2024-09-18,,,0.368
CA_244870,47,2024-09-11,1.043,2.6,0.401
CA_244870,47,2024-09-12,1.127,2.99,0.377
CA_244870,47,2024-09-13,1.167,3.13,0.373
CA_244870,47,2024-09-14,0.937,2.48,0.378
CA_244870,47,2024-09-15,0.799,2.12,0.377
CA_244870,47,2024-09-16,0.625,1.68,0.372
CA_244870,47,2024-09-17,0.744,2.05,0.363
CA_244870,47,2024-09-18,,,0.349
CA_244884,47,2024-09-11,,2.47,
CA_244884,47,2024-09-12,1.214,2.85,0.426
CA_244884,47,2024-09-13,2.945,3.16,0.932
CA_244884,47,2024-09-14,2.455,2.62,0.937
CA_244884,47,2024-09-15,2.038,2.17,0.939
CA_244884,47,2024-09-16,1.382,1.47,0.94
CA_244884,47,2024-09-17,1.946,2.07,0.94
CA_244884,47,2024-09-18,,,0.938
CA_244884,47,2024-09-19,,,0.94
CA_244903,61,2024-09-12,2.033,3.08,0.66
CA_244903,61,2024-09-13,2.368,3.54,0.669
CA_244903,61,2024-09-14,2.018,2.9,0.696
CA_244903,61,2024-09-15,1.663,2.29,0.726
CA_244903,61,2024-09-16,1.642,2.19,0.75
CA_244903,61,2024-09-17,1.8,2.35,0.766
CA_244903,61,2024-09-18,1.713,2.21,0.775
CA_244903,61,2024-09-19,,,0.777
CA_244909,47,2024-09-11,,2.55,
CA_244909,47,2024-09-12,0.93,3.09,0.301
CA_244909,47,2024-09-13,0.91,3.25,0.28
CA_244909,47,2024-09-14,0.759,2.7,0.281
CA_244909,47,2024-09-15,0.631,2.27,0.278
CA_244909,47,2024-09-16,0.475,1.76,0.27
CA_244909,47,2024-09-17,0.557,2.15,0.259
CA_244909,47,2024-09-18,,,0.244
CA_244909,47,2024-09-19,,,0.24
CA_244928,47,2024-09-11,2.239,2.6,0.861
CA_244928,47,2024-09-12,2.036,2.99,0.681
CA_244928,47,2024-09-13,2.222,3.13,0.71
CA_244928,47,2024-09-14,1.838,2.48,0.741
CA_244928,47,2024-09-15,1.626,2.12,0.767
CA_244928,47,2024-09-16,1.322,1.68,0.787
CA_244928,47,2024-09-17,1.646,2.05,0.803
CA_244928,47,2024-09-18,,,0.813
CA_244948,47,2024-09-11,1.288,2.55,0.505
CA_244948,47,2024-09-12,2.333,3.09,0.755
CA_244948,47,2024-09-13,2.265,3.25,0.697
CA_244948,47,2024-09-14,1.704,2.7,0.631
CA_244948,47,2024-09-15,1.289,2.27,0.568
CA_244948,47,2024-09-16,0.896,1.76,0.509
CA_244948,47,2024-09-17,0.978,2.15,0.455
CA_244948,47,2024-09-18,,,0.404
CA_244963,47,2024-09-12,2.858,2.99,0.956
CA_244963,47,2024-09-13,3.051,3.26,0.936
CA_244963,47,2024-09-14,2.45,2.64,0.928
CA_244963,47,2024-09-15,2.05,2.25,0.911
CA_244963,47,2024-09-16,2.033,2.3,0.884
CA_244963,47,2024-09-17,1.99,2.35,0.847
CA_244963,47,2024-09-18,1.832,2.29,0.8
CA_244963,47,2024-09-19,,,0.744
CA_244988,47,2024-09-11,2.371,2.47,0.96
CA_244988,47,2024-09-12,1.545,2.85,0.542
CA_244988,47,2024-09-13,1.845,3.16,0.584
CA_244988,47,2024-09-14,1.645,2.62,0.628
CA_244988,47,2024-09-15,1.465,2.17,0.675
CA_244988,47,2024-09-16,1.058,1.47,0.72
CA_244988,47,2024-09-17,1.567,2.07,0.757
CA_244988,47,2024-09-18,,,0.785
CA_245022,69,2024-09-11,0.663,2.63,0.252
CA_245022,69,2024-09-12,1.772,2.91,0.609
CA_245022,69,2024-09-13,1.932,3.42,0.565
CA_245022,69,2024-09-14,1.536,2.92,0.526
CA_245022,69,2024-09-15,1.132,2.3,0.492
CA_245022,69,2024-09-16,0.857,1.85,0.463
CA_245022,69,2024-09-17,0.957,2.18,0.439
CA_245022,69,2024-09-18,,,0.42
CA_245023,47,2024-09-11,2.945,2.91,1.012
CA_245023,47,2024-09-12,1.867,3.27,0.571
CA_245023,47,2024-09-13,1.908,3.25,0.587
CA_245023,47,2024-09-14,1.715,2.84,0.604
CA_245023,47,2024-09-15,1.497,2.41,0.621
CA_245023,47,2024-09-16,1.159,1.82,0.637
CA_245023,47,2024-09-17,1.572,2.4,0.655
CA_245023,47,2024-09-18,,,0.673
CA_245053,47,2024-09-11,2.059,2.59,0.795
CA_245053,47,2024-09-12,0.878,3.09,0.284
CA_245053,47,2024-09-13,1.002,3.43,0.292
CA_245053,47,2024-09-14,0.912,2.85,0.32
CA_245053,47,2024-09-15,0.796,2.34,0.34
CA_245053,47,2024-09-16,0.67,1.92,0.349
CA_245053,47,2024-09-17,0.802,2.29,0.35
CA_245053,47,2024-09-18,,,0.341
CA_245078,47,2024-09-11,2.737,2.86,0.957
CA_245078,47,2024-09-12,3.504,3.35,1.046
CA_245078,47,2024-09-13,3.478,3.36,1.035
CA_245078,47,2024-09-14,2.964,2.9,1.022
CA_245078,47,2024-09-15,2.57,2.55,1.008
CA_245078,47,2024-09-16,2.153,2.17,0.992
CA_245078,47,2024-09-17,2.542,2.57,0.989
CA_245078,47,2024-09-18,,,0.982
CA_245112,47,2024-09-11,1.108,2.56,0.433
CA_245112,47,2024-09-12,2.083,3.1,0.672
CA_245112,47,2024-09-13,2.197,3.17,0.693
CA_245112,47,2024-09-14,1.906,2.67,0.714
CA_245112,47,2024-09-15,1.658,2.25,0.737
CA_245112,47,2024-09-16,1.453,1.88,0.773
CA_245112,47,2024-09-17,1.805,2.24,0.806
CA_245112,47,2024-09-18,,,0.835
CA_245140,61,2024-09-11,,2.56,
CA_245140,61,2024-09-12,1.559,3.1,0.503
CA_245140,61,2024-09-13,2.457,3.17,0.775
CA_245140,61,2024-09-14,1.976,2.67,0.74
CA_245140,61,2024-09-15,1.546,2.25,0.687
CA_245140,61,2024-09-16,1.16,1.88,0.617
CA_245140,61,2024-09-17,1.243,2.24,0.555
CA_245140,61,2024-09-18,,,0.503
CA_245140,61,2024-09-19,,,0.46
CA_245184,47,2024-09-11,1.42,2.61,0.544
CA_245184,47,2024-09-12,0.98,3.09,0.317
CA_245184,47,2024-09-13,0.975,3.26,0.299
CA_245184,47,2024-09-14,0.756,2.71,0.279
CA_245184,47,2024-09-15,0.586,2.27,0.258
CA_245184,47,2024-09-16,0.397,1.69,0.235
CA_245184,47,2024-09-17,0.458,2.18,0.21
CA_245184,47,2024-09-18,,,0.184
CA_245193,47,2024-09-11,2.195,2.61,0.841
CA_245193,47,2024-09-12,2.583,3.09,0.836
CA_245193,47,2024-09-13,2.716,3.26,0.833
CA_245193,47,2024-09-14,2.222,2.71,0.82
