OPENET_ID,CROP_2023,.geo
CA_244152,47,"{""type"":""Point"",""coordinates"":[-121.79156653859731,36.5193297555002]}"
CA_254519,47,"{""type"":""Point"",""coordinates"":[-121.72758046219697,36.870987656800885]}"
CA_256638,47,"{""type"":""Point"",""coordinates"":[-121.72240795997556,36.68020272453496]}"
CA_253734,47,"{""type"":""Point"",""coordinates"":[-121.7126361787456,36.75705649955773]}"
CA_255269,47,"{""type"":""Point"",""coordinates"":[-121.69776632390858,36.87399338790341]}"
CA_254149,47,"{""type"":""Point"",""coordinates"":[-121.6971516740772,36.87181490717378]}"
CA_256896,47,"{""type"":""Point"",""coordinates"":[-121.65672467944734,36.74812512839171]}"
CA_257622,47,"{""type"":""Point"",""coordinates"":[-121.70639181960881,36.859576911663645]}"
CA_255542,47,"{""type"":""Point"",""coordinates"":[-121.680990521143,36.737273701360174]}"
CA_253853,47,"{""type"":""Point"",""coordinates"":[-121.67897536060316,36.736671696209896]}"
CA_254518,47,"{""type"":""Point"",""coordinates"":[-121.68165951686976,36.73745796900795]}"
CA_256317,47,"{""type"":""Point"",""coordinates"":[-121.70547684586103,36.855003568614435]}"
CA_253339,47,"{""type"":""Point"",""coordinates"":[-121.68405914971096,36.74539766442797]}"
CA_253554,47,"{""type"":""Point"",""coordinates"":[-121.67680630145084,36.73240372700251]}"
CA_255614,47,"{""type"":""Point"",""coordinates"":[-121.69581785204616,36.90099675013502]}"
CA_255974,47,"{""type"":""Point"",""coordinates"":[-121.677317601012,36.73674413167262]}"
CA_253596,47,"{""type"":""Point"",""coordinates"":[-121.69164547176443,36.746295879056674]}"
CA_254498,47,"{""type"":""Point"",""coordinates"":[-121.6848963096572,36.74322417206745]}"
CA_256071,47,"{""type"":""Point"",""coordinates"":[-121.69562705690299,36.86718008872199]}"
CA_244963,47,"{""type"":""Point"",""coordinates"":[-121.63751720180706,36.61211739669229]}"
CA_255916,47,"{""type"":""Point"",""coordinates"":[-121.65541041591541,36.764264782218895]}"
CA_257080,47,"{""type"":""Point"",""coordinates"":[-121.71762910089267,36.87487085647757]}"
CA_253799,47,"{""type"":""Point"",""coordinates"":[-121.72405371160798,36.85180368896168]}"
CA_254907,47,"{""type"":""Point"",""coordinates"":[-121.75722884844104,36.737389399662504]}"
CA_256246,47,"{""type"":""Point"",""coordinates"":[-121.72337620704961,36.65601451878102]}"
CA_255846,47,"{""type"":""Point"",""coordinates"":[-121.69046814521602,36.85648168530475]}"
CA_255325,47,"{""type"":""Point"",""coordinates"":[-121.67428313888485,36.86953073917089]}"
CA_255093,61,"{""type"":""Point"",""coordinates"":[-121.69363518305417,36.78176066100898]}"
CA_253559,61,"{""type"":""Point"",""coordinates"":[-121.71802754420595,36.76758059130527]}"
CA_255030,61,"{""type"":""Point"",""coordinates"":[-121.70236089216674,36.76157911968364]}"
CA_253284,61,"{""type"":""Point"",""coordinates"":[-121.67835068801922,36.876146508048535]}"
CA_255232,61,"{""type"":""Point"",""coordinates"":[-121.72431081064839,36.81877663675774]}"
CA_253185,61,"{""type"":""Point"",""coordinates"":[-121.64536591594192,36.75660832381692]}"
CA_257626,61,"{""type"":""Point"",""coordinates"":[-121.6787368725107,36.852081582966576]}"
CA_245543,61,"{""type"":""Point"",""coordinates"":[-121.81783110454423,36.526850806182246]}"
CA_253321,61,"{""type"":""Point"",""coordinates"":[-121.68974449646043,36.85849264144107]}"
CA_255440,61,"{""type"":""Point"",""coordinates"":[-121.75276192127139,36.800919628298246]}"
CA_253047,61,"{""type"":""Point"",""coordinates"":[-121.64086514868544,36.747922009336854]}"
CA_253184,61,"{""type"":""Point"",""coordinates"":[-121.7297526190258,36.843931014218526]}"
CA_253433,61,"{""type"":""Point"",""coordinates"":[-121.6954909215507,36.844316473856225]}"
CA_256082,61,"{""type"":""Point"",""coordinates"":[-121.68249216467807,36.85852871730346]}"
CA_253303,61,"{""type"":""Point"",""coordinates"":[-121.68081995825695,36.857301755260075]}"
CA_254515,61,"{""type"":""Point"",""coordinates"":[-121.68583878465662,36.849973426313475]}"
CA_420924,68,"{""type"":""Point"",""coordinates"":[-121.72186117037485,36.89400094277234]}"
CA_244189,69,"{""type"":""Point"",""coordinates"":[-121.71321531672017,36.47942854804233]}"
CA_244035,69,"{""type"":""Point"",""coordinates"":[-121.7670950257228,36.5322556312811]}"
CA_244148,69,"{""type"":""Point"",""coordinates"":[-121.75373619446081,36.49959361900231]}"
CA_244172,69,"{""type"":""Point"",""coordinates"":[-121.71285854220689,36.49048575512779]}"
CA_247609,69,"{""type"":""Point"",""coordinates"":[-121.67622083787315,36.44835122699389]}"
CA_254124,69,"{""type"":""Point"",""coordinates"":[-121.67220442413239,36.78304018129348]}"
CA_248070,69,"{""type"":""Point"",""coordinates"":[-121.65551737789318,36.4054823029175]}"
CA_247676,69,"{""type"":""Point"",""coordinates"":[-121.65276489123983,36.40729329990853]}"
CA_247003,69,"{""type"":""Point"",""coordinates"":[-121.6496666444781,36.393061989346606]}"
CA_247559,69,"{""type"":""Point"",""coordinates"":[-121.63445761020739,36.38317946625993]}"
CA_256030,122,"{""type"":""Point"",""coordinates"":[-121.7373870702962,36.90645868271613]}"
CA_255822,47,"{""type"":""Point"",""coordinates"":[-121.69201369068682,36.71861746792417]}"
CA_257353,47,"{""type"":""Point"",""coordinates"":[-121.75710244956113,36.72921273736483]}"
CA_257773,47,"{""type"":""Point"",""coordinates"":[-121.77955846247437,36.85553463490442]}"
CA_257978,47,"{""type"":""Point"",""coordinates"":[-121.72413876717522,36.65673606375715]}"
CA_253611,47,"{""type"":""Point"",""coordinates"":[-121.77248015462095,36.757679942095805]}"
CA_253873,47,"{""type"":""Point"",""coordinates"":[-121.7969416840995,36.721037832188294]}"
CA_254144,47,"{""type"":""Point"",""coordinates"":[-121.71156512681135,36.71874677491095]}"
CA_254377,47,"{""type"":""Point"",""coordinates"":[-121.63353257566389,36.61889171635997]}"
CA_254587,47,"{""type"":""Point"",""coordinates"":[-121.78644647033582,36.73872412189084]}"
CA_255711,47,"{""type"":""Point"",""coordinates"":[-121.68042719238437,36.661547893534596]}"
CA_256633,47,"{""type"":""Point"",""coordinates"":[-121.65205012278847,36.625532334615066]}"
CA_258017,47,"{""type"":""Point"",""coordinates"":[-121.65153249260325,36.646952724370465]}"
CA_256172,47,"{""type"":""Point"",""coordinates"":[-121.74991235515259,36.7252491124302]}"
CA_256500,47,"{""type"":""Point"",""coordinates"":[-121.73635683482696,36.72108558429175]}"
CA_256702,47,"{""type"":""Point"",""coordinates"":[-121.7006514685831,36.704709785875714]}"
CA_257223,47,"{""type"":""Point"",""coordinates"":[-121.72521234325623,36.68800453349874]}"
CA_256514,47,"{""type"":""Point"",""coordinates"":[-121.72154830552732,36.71315307097639]}"
CA_255462,47,"{""type"":""Point"",""coordinates"":[-121.77639111070921,36.70067307780475]}"
CA_254360,47,"{""type"":""Point"",""coordinates"":[-121.66761945899314,36.65409611783321]}"
CA_253544,47,"{""type"":""Point"",""coordinates"":[-121.79027661586798,36.85226494778688]}"
CA_254559,47,"{""type"":""Point"",""coordinates"":[-121.76413404685931,36.72164603060625]}"
CA_253132,47,"{""type"":""Point"",""coordinates"":[-121.69412047180538,36.64087649992405]}"
CA_255854,47,"{""type"":""Point"",""coordinates"":[-121.76340606051936,36.756668324682074]}"
CA_255975,47,"{""type"":""Point"",""coordinates"":[-121.76787157244276,36.763530310210434]}"
CA_256834,47,"{""type"":""Point"",""coordinates"":[-121.75694017021863,36.75381932002929]}"
CA_257449,47,"{""type"":""Point"",""coordinates"":[-121.74704750269849,36.773625989262285]}"
CA_254693,47,"{""type"":""Point"",""coordinates"":[-121.68247177973505,36.71211638705862]}"
CA_255872,47,"{""type"":""Point"",""coordinates"":[-121.71379443736016,36.695222141608035]}"
CA_255905,47,"{""type"":""Point"",""coordinates"":[-121.75330449212686,36.687624429121875]}"
CA_256100,47,"{""type"":""Point"",""coordinates"":[-121.7869646009416,36.85181755743228]}"
CA_256212,47,"{""type"":""Point"",""coordinates"":[-121.71217666105592,36.69387653625395]}"
CA_253756,47,"{""type"":""Point"",""coordinates"":[-121.78573342744284,36.829858128563146]}"
CA_255431,47,"{""type"":""Point"",""coordinates"":[-121.7098393759231,36.693634686969645]}"
CA_257269,47,"{""type"":""Point"",""coordinates"":[-121.67757157265282,36.719490369950364]}"
CA_253515,47,"{""type"":""Point"",""coordinates"":[-121.70329930858337,36.772768227506]}"
CA_254812,47,"{""type"":""Point"",""coordinates"":[-121.70195605145075,36.86718500596632]}"
CA_255026,47,"{""type"":""Point"",""coordinates"":[-121.70662433122558,36.77176685974385]}"
CA_256102,47,"{""type"":""Point"",""coordinates"":[-121.7553372438535,36.85181429301997]}"
CA_256651,47,"{""type"":""Point"",""coordinates"":[-121.67212682888423,36.76937407003933]}"
CA_253715,47,"{""type"":""Point"",""coordinates"":[-121.67690613745181,36.766148334778606]}"
CA_255193,47,"{""type"":""Point"",""coordinates"":[-121.66211907484585,36.72827099553858]}"
CA_253254,47,"{""type"":""Point"",""coordinates"":[-121.71138355574037,36.64476970207479]}"
CA_255156,47,"{""type"":""Point"",""coordinates"":[-121.78198734235608,36.844346438743926]}"
CA_256093,47,"{""type"":""Point"",""coordinates"":[-121.76795854592508,36.85445634974229]}"
CA_257010,47,"{""type"":""Point"",""coordinates"":[-121.78825750219123,36.840354119802974]}"
CA_257409,47,"{""type"":""Point"",""coordinates"":[-121.72103227412221,36.73668854776164]}"
CA_257422,47,"{""type"":""Point"",""coordinates"":[-121.6416063395634,36.74385631095458]}"
CA_253386,47,"{""type"":""Point"",""coordinates"":[-121.78137486071051,36.840263879667184]}"
CA_254551,47,"{""type"":""Point"",""coordinates"":[-121.67042607562841,36.889136335571344]}"
CA_255334,47,"{""type"":""Point"",""coordinates"":[-121.66650469102352,36.76944989006126]}"
CA_255637,47,"{""type"":""Point"",""coordinates"":[-121.74174726111787,36.844499779803854]}"
CA_256148,47,"{""type"":""Point"",""coordinates"":[-121.66698489385286,36.76786359029355]}"
CA_253717,47,"{""type"":""Point"",""coordinates"":[-121.71076832615361,36.76576497519213]}"
CA_254272,47,"{""type"":""Point"",""coordinates"":[-121.71659972178284,36.64868381647311]}"
CA_254422,47,"{""type"":""Point"",""coordinates"":[-121.71532418515301,36.802884225536076]}"
CA_255441,47,"{""type"":""Point"",""coordinates"":[-121.72313955167417,36.86901558393233]}"
CA_253638,47,"{""type"":""Point"",""coordinates"":[-121.67739516937097,36.72693334178691]}"
CA_256064,47,"{""type"":""Point"",""coordinates"":[-121.79979193316036,36.862681987547255]}"
CA_255892,47,"{""type"":""Point"",""coordinates"":[-121.62686800066959,36.75633482995214]}"
CA_255027,47,"{""type"":""Point"",""coordinates"":[-121.62971414251537,36.76128319214998]}"
CA_256852,47,"{""type"":""Point"",""coordinates"":[-121.71202892576144,36.683775080502244]}"
CA_253275,47,"{""type"":""Point"",""coordinates"":[-121.71357017845739,36.64998082204362]}"
CA_254279,47,"{""type"":""Point"",""coordinates"":[-121.6689004093326,36.909129970870005]}"
CA_254271,47,"{""type"":""Point"",""coordinates"":[-121.66205290767971,36.634419275163516]}"
CA_255465,47,"{""type"":""Point"",""coordinates"":[-121.65063440811201,36.74451575363203]}"
CA_255591,47,"{""type"":""Point"",""coordinates"":[-121.71894472299469,36.72179478377341]}"
CA_255803,47,"{""type"":""Point"",""coordinates"":[-121.70175668178966,36.66691576658771]}"
CA_256144,47,"{""type"":""Point"",""coordinates"":[-121.79170537671729,36.76167715488919]}"
CA_256219,47,"{""type"":""Point"",""coordinates"":[-121.74530075708697,36.68844610512577]}"
CA_256318,47,"{""type"":""Point"",""coordinates"":[-121.78641219404831,36.78920416671994]}"
CA_256328,47,"{""type"":""Point"",""coordinates"":[-121.67018855859132,36.74384988863099]}"
CA_256646,47,"{""type"":""Point"",""coordinates"":[-121.73027191602004,36.66637431820128]}"
CA_256840,47,"{""type"":""Point"",""coordinates"":[-121.6450156361018,36.721212126523675]}"
CA_256907,47,"{""type"":""Point"",""coordinates"":[-121.6712201814969,36.71241758863446]}"
CA_256983,47,"{""type"":""Point"",""coordinates"":[-121.6776955769786,36.895994295375445]}"
CA_256999,47,"{""type"":""Point"",""coordinates"":[-121.78267806706936,36.82471687888577]}"
CA_257133,47,"{""type"":""Point"",""coordinates"":[-121.71115613371681,36.66039582532309]}"
CA_257149,47,"{""type"":""Point"",""coordinates"":[-121.72036317361533,36.652746613256646]}"
CA_257225,47,"{""type"":""Point"",""coordinates"":[-121.72764434326221,36.68684927318671]}"
CA_253223,47,"{""type"":""Point"",""coordinates"":[-121.75763426648376,36.78418728040632]}"
CA_253399,47,"{""type"":""Point"",""coordinates"":[-121.6519831442748,36.63543287059203]}"
CA_253625,47,"{""type"":""Point"",""coordinates"":[-121.73688362500427,36.69827481139619]}"
CA_253894,47,"{""type"":""Point"",""coordinates"":[-121.73799228953048,36.72747892396295]}"
CA_254227,47,"{""type"":""Point"",""coordinates"":[-121.68233313631603,36.7237881792851]}"
CA_254806,47,"{""type"":""Point"",""coordinates"":[-121.66894941967804,36.71750652160567]}"
CA_254902,47,"{""type"":""Point"",""coordinates"":[-121.66869032227832,36.714604555320435]}"
CA_255613,47,"{""type"":""Point"",""coordinates"":[-121.67489969556382,36.645963534997165]}"
CA_257126,47,"{""type"":""Point"",""coordinates"":[-121.650732975772,36.65158128583156]}"
CA_257756,47,"{""type"":""Point"",""coordinates"":[-121.65840796130102,36.64290679993873]}"
CA_257983,47,"{""type"":""Point"",""coordinates"":[-121.66697273962416,36.649684428491916]}"
CA_253663,47,"{""type"":""Point"",""coordinates"":[-121.67818819416658,36.648812244212635]}"
CA_253764,47,"{""type"":""Point"",""coordinates"":[-121.63291337127302,36.68928354004848]}"
CA_257950,47,"{""type"":""Point"",""coordinates"":[-121.69058342184924,36.69731005947409]}"
CA_256421,47,"{""type"":""Point"",""coordinates"":[-121.66933738092749,36.748660176673326]}"
CA_256155,47,"{""type"":""Point"",""coordinates"":[-121.72931496769714,36.751153454727]}"
CA_256198,47,"{""type"":""Point"",""coordinates"":[-121.7127127649552,36.707485832370494]}"
CA_257444,47,"{""type"":""Point"",""coordinates"":[-121.75534739984825,36.749951041204504]}"
CA_253711,47,"{""type"":""Point"",""coordinates"":[-121.76147768244807,36.746369949156204]}"
CA_254824,47,"{""type"":""Point"",""coordinates"":[-121.72363421960873,36.68239057250079]}"
CA_257846,47,"{""type"":""Point"",""coordinates"":[-121.71822708570073,36.898721518718006]}"
CA_253402,47,"{""type"":""Point"",""coordinates"":[-121.71828589930482,36.760308013180854]}"
CA_255947,47,"{""type"":""Point"",""coordinates"":[-121.6388846419329,36.74051776766085]}"
CA_256346,47,"{""type"":""Point"",""coordinates"":[-121.77852315511328,36.75863343347451]}"
CA_256837,47,"{""type"":""Point"",""coordinates"":[-121.73311994000284,36.74163985281578]}"
CA_253417,47,"{""type"":""Point"",""coordinates"":[-121.70349318495359,36.66970278589638]}"
CA_254510,47,"{""type"":""Point"",""coordinates"":[-121.68580992670911,36.707230246767786]}"
CA_257811,47,"{""type"":""Point"",""coordinates"":[-121.65752076150441,36.653173742275385]}"
CA_256391,47,"{""type"":""Point"",""coordinates"":[-121.70097021233182,36.66117456242014]}"
CA_257156,47,"{""type"":""Point"",""coordinates"":[-121.67348593253836,36.65598232700561]}"
CA_256367,47,"{""type"":""Point"",""coordinates"":[-121.73814904070169,36.66534574587319]}"
CA_256687,47,"{""type"":""Point"",""coordinates"":[-121.63169267368578,36.737971139120575]}"
CA_256730,47,"{""type"":""Point"",""coordinates"":[-121.73376712849308,36.674686338963696]}"
CA_253621,47,"{""type"":""Point"",""coordinates"":[-121.77084394070896,36.72028246732572]}"
CA_254100,47,"{""type"":""Point"",""coordinates"":[-121.79224110677879,36.85788622348993]}"
CA_254945,47,"{""type"":""Point"",""coordinates"":[-121.67228892857287,36.74699164871679]}"
CA_256395,47,"{""type"":""Point"",""coordinates"":[-121.67596189164576,36.6392916671406]}"
CA_257085,47,"{""type"":""Point"",""coordinates"":[-121.67332543850384,36.62501678026062]}"
CA_255460,47,"{""type"":""Point"",""coordinates"":[-121.68136529651109,36.720540422143046]}"
CA_254750,47,"{""type"":""Point"",""coordinates"":[-121.77619889206609,36.75246852710568]}"
CA_257652,47,"{""type"":""Point"",""coordinates"":[-121.62398816800567,36.72506143366405]}"
CA_253441,47,"{""type"":""Point"",""coordinates"":[-121.63891934478828,36.720626719904814]}"
CA_253781,47,"{""type"":""Point"",""coordinates"":[-121.72884094364585,36.72046596548257]}"
CA_254432,47,"{""type"":""Point"",""coordinates"":[-121.6705031834259,36.628030271798316]}"
CA_254370,47,"{""type"":""Point"",""coordinates"":[-121.68346081838746,36.90426090280384]}"
CA_253025,47,"{""type"":""Point"",""coordinates"":[-121.75849995747316,36.77709388725059]}"
CA_256046,47,"{""type"":""Point"",""coordinates"":[-121.68672265426639,36.894422197577086]}"
CA_256432,47,"{""type"":""Point"",""coordinates"":[-121.72587439606127,36.88568701966943]}"
CA_257714,47,"{""type"":""Point"",""coordinates"":[-121.7287002654285,36.72726123706906]}"
CA_257603,47,"{""type"":""Point"",""coordinates"":[-121.68073196837389,36.89559429068491]}"
CA_253839,47,"{""type"":""Point"",""coordinates"":[-121.68001062688361,36.88710005659537]}"
CA_256053,47,"{""type"":""Point"",""coordinates"":[-121.68111078785115,36.88726070901717]}"
CA_255489,47,"{""type"":""Point"",""coordinates"":[-121.6795317500805,36.86434815401726]}"
CA_256089,47,"{""type"":""Point"",""coordinates"":[-121.6782759199625,36.86426001800536]}"
CA_255809,47,"{""type"":""Point"",""coordinates"":[-121.64724554550577,36.85503491032608]}"
CA_244653,47,"{""type"":""Point"",""coordinates"":[-121.56635043905013,36.597461146994604]}"
CA_246072,61,"{""type"":""Point"",""coordinates"":[-121.36882114188273,36.46978910386463]}"
CA_249166,47,"{""type"":""Point"",""coordinates"":[-120.87766549870992,36.00368166387405]}"
CA_250625,61,"{""type"":""Point"",""coordinates"":[-120.6437856376422,35.84385197980294]}"
CA_251339,47,"{""type"":""Point"",""coordinates"":[-121.05506890144603,36.15685442446848]}"
CA_244903,61,"{""type"":""Point"",""coordinates"":[-121.48469176831695,36.604576045484876]}"
CA_252716,47,"{""type"":""Point"",""coordinates"":[-121.3687100633093,36.504391297301375]}"
CA_246370,61,"{""type"":""Point"",""coordinates"":[-120.68494126123132,35.91651927238456]}"
CA_246807,61,"{""type"":""Point"",""coordinates"":[-121.10206046308072,35.96415725633642]}"
CA_247439,47,"{""type"":""Point"",""coordinates"":[-121.10202791569235,35.960030829238505]}"
CA_249875,47,"{""type"":""Point"",""coordinates"":[-121.0680370041981,35.93839398029834]}"
CA_251340,61,"{""type"":""Point"",""coordinates"":[-121.05716893030201,35.953481477758984]}"
CA_245835,47,"{""type"":""Point"",""coordinates"":[-121.48637282047886,36.604000578790824]}"
CA_248786,61,"{""type"":""Point"",""coordinates"":[-121.07929682481341,35.92898098209229]}"
CA_248364,61,"{""type"":""Point"",""coordinates"":[-121.05374873349226,35.94012674285181]}"
CA_247296,61,"{""type"":""Point"",""coordinates"":[-120.64379759697334,35.989005739980215]}"
CA_247395,47,"{""type"":""Point"",""coordinates"":[-120.88801530945578,36.16295521532149]}"
CA_248468,47,"{""type"":""Point"",""coordinates"":[-120.78138555397955,35.99246754621347]}"
CA_248523,61,"{""type"":""Point"",""coordinates"":[-120.93028787924816,36.26042005926842]}"
CA_249456,61,"{""type"":""Point"",""coordinates"":[-120.98751724716043,36.26528822774384]}"
CA_246967,61,"{""type"":""Point"",""coordinates"":[-121.10249722355307,35.94595963795926]}"
CA_247706,61,"{""type"":""Point"",""coordinates"":[-120.4328062933541,35.883505553444174]}"
CA_248877,37,"{""type"":""Point"",""coordinates"":[-121.25212898049946,36.33234186388901]}"
CA_249627,69,"{""type"":""Point"",""coordinates"":[-120.44271093905589,35.89483066004783]}"
CA_252711,69,"{""type"":""Point"",""coordinates"":[-121.43122673491128,36.49895213575056]}"
CA_252296,47,"{""type"":""Point"",""coordinates"":[-121.52729657747675,36.52165599786928]}"
CA_251912,47,"{""type"":""Point"",""coordinates"":[-121.3016518833137,36.39308237356997]}"
CA_244387,61,"{""type"":""Point"",""coordinates"":[-121.55063355741969,36.608880437100424]}"
CA_255318,47,"{""type"":""Point"",""coordinates"":[-121.61672290765304,36.72975061834363]}"
CA_246587,47,"{""type"":""Point"",""coordinates"":[-121.1078527260496,36.20776765960539]}"
CA_252702,122,"{""type"":""Point"",""coordinates"":[-121.53611728341718,36.59143258395909]}"
CA_250130,69,"{""type"":""Point"",""coordinates"":[-121.42656337285023,36.40673862084409]}"
CA_251995,69,"{""type"":""Point"",""coordinates"":[-121.24030989671344,36.48013287728256]}"
CA_248084,47,"{""type"":""Point"",""coordinates"":[-121.19443774768185,36.33472071981831]}"
CA_252913,47,"{""type"":""Point"",""coordinates"":[-120.84668945449774,35.84540143639939]}"
CA_248722,69,"{""type"":""Point"",""coordinates"":[-120.9162976573953,36.07562131532057]}"
CA_256202,47,"{""type"":""Point"",""coordinates"":[-121.6012961322748,36.70772003437601]}"
CA_420843,47,"{""type"":""Point"",""coordinates"":[-121.05480706016215,36.1616886444451]}"
CA_420910,211,"{""type"":""Point"",""coordinates"":[-121.05511521040621,35.81193168349342]}"
CA_258026,61,"{""type"":""Point"",""coordinates"":[-121.48585190562292,36.46350052487599]}"
CA_246729,61,"{""type"":""Point"",""coordinates"":[-120.94330466160056,36.029835761002765]}"
CA_247235,47,"{""type"":""Point"",""coordinates"":[-121.57899332445731,36.39134165209935]}"
CA_247605,69,"{""type"":""Point"",""coordinates"":[-120.98055635788936,35.88056500236619]}"
CA_247925,69,"{""type"":""Point"",""coordinates"":[-121.10365391727565,36.132104278330445]}"
CA_248217,69,"{""type"":""Point"",""coordinates"":[-121.37079823156701,36.34606087485895]}"
CA_249053,69,"{""type"":""Point"",""coordinates"":[-120.696451180193,35.863124012385676]}"
CA_250295,69,"{""type"":""Point"",""coordinates"":[-121.10621509841427,36.133467004535255]}"
CA_250998,61,"{""type"":""Point"",""coordinates"":[-120.75686431919658,36.06417968900407]}"
CA_251003,47,"{""type"":""Point"",""coordinates"":[-120.5689885642702,36.04363240484537]}"
CA_251020,61,"{""type"":""Point"",""coordinates"":[-121.04789939105765,35.9339288361497]}"
CA_251037,69,"{""type"":""Point"",""coordinates"":[-121.0001742372179,35.9084369581042]}"
CA_251053,61,"{""type"":""Point"",""coordinates"":[-120.62899270278568,35.88166882324993]}"
CA_251802,47,"{""type"":""Point"",""coordinates"":[-121.02152130570282,36.16001592860412]}"
CA_251814,61,"{""type"":""Point"",""coordinates"":[-121.0906581554758,35.80887366850198]}"
CA_251969,69,"{""type"":""Point"",""coordinates"":[-121.36411688400685,36.52428638584553]}"
CA_251982,69,"{""type"":""Point"",""coordinates"":[-121.3710165158056,36.53166287337761]}"
CA_252027,69,"{""type"":""Point"",""coordinates"":[-121.37342653603292,36.5147670645196]}"
CA_252089,69,"{""type"":""Point"",""coordinates"":[-121.1387810747952,36.16361482682161]}"
CA_252919,61,"{""type"":""Point"",""coordinates"":[-120.45860906177182,35.95310107685319]}"
CA_252928,61,"{""type"":""Point"",""coordinates"":[-120.70640809569156,35.80163996911177]}"
CA_254821,61,"{""type"":""Point"",""coordinates"":[-121.55915384716914,36.69445485315425]}"
CA_246436,47,"{""type"":""Point"",""coordinates"":[-121.30920429578639,36.4094156889961]}"
CA_248155,37,"{""type"":""Point"",""coordinates"":[-120.70934375192088,35.815661048404344]}"
CA_252118,47,"{""type"":""Point"",""coordinates"":[-120.89589056485418,35.99702955271385]}"
CA_256369,47,"{""type"":""Point"",""coordinates"":[-121.57652941172208,36.65772183367979]}"
CA_256549,47,"{""type"":""Point"",""coordinates"":[-121.55976634551776,36.648243799913466]}"
CA_257744,47,"{""type"":""Point"",""coordinates"":[-121.56875377472302,36.697393095723406]}"
CA_246801,47,"{""type"":""Point"",""coordinates"":[-121.39124085331768,36.46205308492957]}"
CA_248889,47,"{""type"":""Point"",""coordinates"":[-121.3401285119655,36.367022756058105]}"
CA_249863,47,"{""type"":""Point"",""coordinates"":[-121.1806588499032,36.306646043544745]}"
CA_252301,47,"{""type"":""Point"",""coordinates"":[-121.48170326656607,36.520656424012635]}"
CA_252439,47,"{""type"":""Point"",""coordinates"":[-121.25593312517026,36.283247284371136]}"
CA_254458,47,"{""type"":""Point"",""coordinates"":[-121.5767069310609,36.67306872462046]}"
CA_420761,215,"{""type"":""Point"",""coordinates"":[-121.4782823901783,36.45234908248879]}"
CA_255586,47,"{""type"":""Point"",""coordinates"":[-121.57741812983797,36.66683783806767]}"
CA_256559,47,"{""type"":""Point"",""coordinates"":[-121.56728455561014,36.659559580493365]}"
CA_256575,47,"{""type"":""Point"",""coordinates"":[-121.55013019426856,36.659925001483444]}"
CA_257167,47,"{""type"":""Point"",""coordinates"":[-121.5705484840959,36.68783988592134]}"
CA_257433,47,"{""type"":""Point"",""coordinates"":[-121.59697896341503,36.7739270006148]}"
CA_257575,61,"{""type"":""Point"",""coordinates"":[-121.60945540990447,36.77220839587102]}"
CA_257648,47,"{""type"":""Point"",""coordinates"":[-121.62414785387426,36.73962844950391]}"
CA_257741,47,"{""type"":""Point"",""coordinates"":[-121.59108409869111,36.6913133535342]}"
CA_257924,47,"{""type"":""Point"",""coordinates"":[-121.60784994768792,36.72887188518482]}"
CA_244102,47,"{""type"":""Point"",""coordinates"":[-121.47998812397428,36.55607950727693]}"
CA_244108,47,"{""type"":""Point"",""coordinates"":[-121.51260110694328,36.53630742306068]}"
