field_id,CROP_2023,.geo
CA_37674,47,"{""type"": ""Polygon"", ""coordinates"": [-120.293120106, 37.252351288, -120.293115618, 37.25199904, -120.290012054, 37.251909854, -120.290003165, 37.252346844, -120.292000842, 37.252395941, -120.293057622, 37.25243157, -120.293120106, 37.252351288]}"
CA_37400,61,"{""type"": ""Polygon"", ""coordinates"": [-120.489610349, 37.353113678, -120.489467644, 37.351160571, -120.489093131, 37.346639028, -120.489052973, 37.346594416, -120.486444353, 37.346630089, -120.486225897, 37.346812962, -120.486185738, 37.347847459, -120.486043117, 37.35322511, -120.486118865, 37.353448095, -120.486328447, 37.353532836, -120.489338383, 37.35353282, -120.489579154, 37.353336574, -120.489610349, 37.353113678]}"
CA_36982,241,"{""type"": ""Polygon"", ""coordinates"": [-120.836341175, 37.412241276, -120.836296571, 37.41214319, -120.835859559, 37.412103122, -120.835792697, 37.412027252, -120.835801547, 37.411568029, -120.835551887, 37.411447618, -120.834214109, 37.411452083, -120.834098172, 37.411518938, -120.834071445, 37.414667053, -120.83429438, 37.414947969, -120.835881817, 37.414997031, -120.836243029, 37.414965867, -120.836301041, 37.414872197, -120.836323299, 37.41377972, -120.836341175, 37.412241276]}"
CA_36898,37,"{""type"": ""Polygon"", ""coordinates"": [-120.83536462, 37.450825934, -120.835315547, 37.450799179, -120.83232791, 37.450790249, -120.832385923, 37.451646402, -120.83338476, 37.451691004, -120.83528882, 37.451686524, -120.835351213, 37.451619675, -120.83536462, 37.450825934]}"
CA_36850,61,"{""type"": ""Polygon"", ""coordinates"": [-120.836974302, 37.403046681, -120.836965451, 37.402462496, -120.836925317, 37.402275204, -120.836506095, 37.402007709, -120.836385691, 37.401989871, -120.83512828, 37.401958636, -120.834891938, 37.402016591, -120.834847334, 37.403042186, -120.834905346, 37.403153639, -120.836885182, 37.403149175, -120.836974302, 37.403046681]}"
CA_36281,61,"{""type"": ""Polygon"", ""coordinates"": [-120.804949097, 37.375052396, -120.804677023, 37.374989996, -120.803370553, 37.374989982, -120.803040537, 37.375056883, -120.803027213, 37.375128196, -120.802987068, 37.378102456, -120.803076212, 37.378240674, -120.804739519, 37.3782585, -120.804940156, 37.378133683, -120.804940156, 37.376171687, -120.804949097, 37.375052396]}"
CA_36121,47,"{""type"": ""Polygon"", ""coordinates"": [-120.914143546, 37.381986285, -120.914139079, 37.37989498, -120.914081105, 37.379837062, -120.909902932, 37.379828096, -120.909755802, 37.379903901, -120.909688892, 37.382788974, -120.909706758, 37.382842452, -120.913768988, 37.382860321, -120.914058773, 37.382851416, -120.91412568, 37.382780023, -120.914143546, 37.381986285]}"
CA_36095,61,"{""type"": ""Polygon"", ""coordinates"": [-120.918401964, 37.408468942, -120.918286019, 37.408370825, -120.916547008, 37.408366378, -120.91639542, 37.408437722, -120.916288318, 37.40986909, -120.916408731, 37.409962742, -120.917322902, 37.40998055, -120.918152297, 37.409971615, -120.918343992, 37.409828957, -120.918401964, 37.408468942]}"
CA_35772,36,"{""type"": ""Polygon"", ""coordinates"": [-120.731066194, 37.439999217, -120.73102164, 37.439910044, -120.730406303, 37.439379407, -120.730415161, 37.438616896, -120.727137753, 37.438603559, -120.727102056, 37.439192103, -120.727298257, 37.439223365, -120.727289399, 37.440008124, -120.72881883, 37.440017035, -120.728988278, 37.439994792, -120.731066194, 37.439999217]}"
CA_32667,61,"{""type"": ""Polygon"", ""coordinates"": [-120.414528027, 37.143330757, -120.414514663, 37.141814653, -120.41122381, 37.141823629, -120.410372156, 37.141819141, -120.410140293, 37.1419172, -120.410153658, 37.142974035, -120.410180388, 37.143424382, -120.414478965, 37.143428837, -120.414528027, 37.143330757]}"
CA_32637,47,"{""type"": ""Polygon"", ""coordinates"": [-120.554717693, 37.310350878, -120.554713214, 37.309855917, -120.553393334, 37.309882681, -120.553384463, 37.310350843, -120.553585063, 37.310386527, -120.553745614, 37.310555945, -120.554102372, 37.310680859, -120.554111242, 37.310453447, -120.554481349, 37.310337522, -120.554717693, 37.310350878]}"
CA_32418,47,"{""type"": ""Polygon"", ""coordinates"": [-120.870872442, 37.023675275, -120.866141299, 37.02369309, -120.866078921, 37.023795634, -120.866132363, 37.024281689, -120.866270609, 37.024656229, -120.866952905, 37.02516459, -120.867273902, 37.025329621, -120.867372023, 37.025476747, -120.869846839, 37.025458906, -120.869828968, 37.025374156, -120.86998955, 37.025057531, -120.870408658, 37.025004038, -120.870471121, 37.024647323, -120.870872442, 37.023675275]}"
CA_32260,61,"{""type"": ""Polygon"", ""coordinates"": [-120.739377951, 37.371471781, -120.739155021, 37.371440561, -120.737790505, 37.371449446, -120.737763756, 37.37392871, -120.738040274, 37.373928733, -120.738178489, 37.374160611, -120.738174016, 37.374798262, -120.739337873, 37.374798249, -120.739377951, 37.371471781]}"
CA_32080,75,"{""type"": ""Polygon"", ""coordinates"": [-120.631663912, 37.383921578, -120.63165057, 37.383101095, -120.628270602, 37.383078757, -120.628283944, 37.383444449, -120.628551486, 37.383667389, -120.628716506, 37.383734271, -120.628734324, 37.383917112, -120.631663912, 37.383921578]}"
CA_307774,204,"{""type"": ""Polygon"", ""coordinates"": [-119.477407801, 36.621054078, -119.474817044, 36.621036259, -119.474776939, 36.621165549, -119.474754629, 36.622449766, -119.474464777, 36.623399558, -119.474353316, 36.623671556, -119.474513823, 36.624246793, -119.477363182, 36.62430925, -119.477407801, 36.621054078]}"
CA_307472,204,"{""type"": ""Polygon"", ""coordinates"": [-119.997481679, 36.693220219, -119.995283331, 36.693220205, -119.9952387, 36.698143021, -119.995577663, 36.698134134, -119.995590982, 36.698593388, -119.997321152, 36.698593425, -119.997428141, 36.698477467, -119.997428141, 36.69775514, -119.997468272, 36.697603472, -119.997481679, 36.693220219]}"
CA_307376,204,"{""type"": ""Polygon"", ""coordinates"": [-120.029239348, 36.691302781, -120.029221536, 36.687717634, -120.025083506, 36.687731009, -120.02509691, 36.688493518, -120.024878392, 36.68890381, -120.024838268, 36.691325073, -120.029239348, 36.691302781]}"
CA_307370,204,"{""type"": ""Polygon"", ""coordinates"": [-120.021797137, 36.687704274, -120.021774826, 36.684087944, -120.01917518, 36.68408352, -120.019126148, 36.684141476, -120.019135055, 36.6877043, -120.021797137, 36.687704274]}"
CA_306521,204,"{""type"": ""Polygon"", ""coordinates"": [-119.408389806, 36.626770664, -119.40833188, 36.626743892, -119.408318505, 36.625874385, -119.406120135, 36.625834266, -119.406111189, 36.627613433, -119.408336308, 36.627631243, -119.408380948, 36.627564363, -119.408389806, 36.626770664]}"
CA_306027,204,"{""type"": ""Polygon"", ""coordinates"": [-119.504759921, 36.591106798, -119.504519166, 36.591044355, -119.503832391, 36.591035457, -119.503747684, 36.591115708, -119.503738744, 36.591695372, -119.503783355, 36.591847011, -119.504630604, 36.591842567, -119.504750981, 36.591815762, -119.504759921, 36.591106798]}"
CA_305684,204,"{""type"": ""Polygon"", ""coordinates"": [-119.307003247, 36.635327678, -119.304836154, 36.63530982, -119.304845018, 36.636625263, -119.306967617, 36.636652047, -119.307003247, 36.635327678]}"
CA_304688,72,"{""type"": ""Polygon"", ""coordinates"": [-119.609669228, 36.842938966, -119.609655784, 36.84183759, -119.609655784, 36.841088484, -119.609557695, 36.841017113, -119.607234496, 36.841026039, -119.606958091, 36.841177625, -119.606949157, 36.842644683, -119.606958091, 36.843509724, -119.607140916, 36.843505255, -119.607533279, 36.84335813, -119.608826403, 36.843349218, -119.609214338, 36.843371476, -119.609530983, 36.843148524, -119.609669228, 36.842938966]}"
CA_304258,72,"{""type"": ""Polygon"", ""coordinates"": [-119.537917831, 36.757658667, -119.537877655, 36.757480325, -119.537739429, 36.757391131, -119.535844347, 36.757395583, -119.535665943, 36.757426766, -119.535665943, 36.759116786, -119.537168651, 36.759121246, -119.53780633, 36.759116822, -119.537908893, 36.759076636, -119.537917831, 36.757658667]}"
CA_303972,47,"{""type"": ""Polygon"", ""coordinates"": [-119.713472588, 36.681845064, -119.713405682, 36.681813852, -119.711176199, 36.68180933, -119.711189545, 36.683798131, -119.711189545, 36.685523782, -119.711755824, 36.685510413, -119.713405682, 36.685505983, -119.71343697, 36.683347751, -119.713472588, 36.681845064]}"
CA_303433,72,"{""type"": ""Polygon"", ""coordinates"": [-119.582268024, 36.574487719, -119.5821432, 36.574353961, -119.582160981, 36.57162494, -119.582013864, 36.571540221, -119.580332748, 36.571553619, -119.58031939, 36.57225369, -119.58031939, 36.574233514, -119.580546837, 36.574246947, -119.580546837, 36.574367333, -119.580306032, 36.57438516, -119.580292673, 36.576048362, -119.581175564, 36.57604396, -119.582241219, 36.576026113, -119.582268024, 36.574487719]}"
CA_302669,72,"{""type"": ""Polygon"", ""coordinates"": [-120.218581749, 36.741775367, -120.214140494, 36.741779774, -120.21405129, 36.746814136, -120.213997751, 36.749204188, -120.218403347, 36.749204221, -120.218421223, 36.749043694, -120.21847027, 36.745471973, -120.218581749, 36.741775367]}"
CA_302578,75,"{""type"": ""Polygon"", ""coordinates"": [-119.492742637, 36.75989716, -119.49272927, 36.758635234, -119.492662349, 36.758510367, -119.492038102, 36.758505896, -119.491806266, 36.758372089, -119.490878741, 36.757921745, -119.490575555, 36.757970813, -119.490584407, 36.759602839, -119.490575555, 36.760369758, -119.490664696, 36.760467933, -119.491070478, 36.760534804, -119.491248849, 36.76065515, -119.492586575, 36.760659648, -119.492738211, 36.760557054, -119.492742637, 36.75989716]}"
CA_302388,75,"{""type"": ""Polygon"", ""coordinates"": [-119.623996301, 36.672810907, -119.623978436, 36.669560191, -119.623701975, 36.66939523, -119.623505816, 36.669475497, -119.622698715, 36.670229079, -119.62235088, 36.67057686, -119.621980758, 36.671040617, -119.621873745, 36.671343853, -119.621878167, 36.671598018, -119.621744445, 36.672093006, -119.6205137, 36.6732434, -119.619791309, 36.673939073, -119.619715515, 36.674077287, -119.623412159, 36.674126322, -119.623978436, 36.674135272, -119.623996301, 36.672810907]}"
CA_301986,75,"{""type"": ""Polygon"", ""coordinates"": [-119.581153271, 36.67050552, -119.581108684, 36.670447562, -119.578999466, 36.670456479, -119.578986108, 36.670465375, -119.578977173, 36.673189951, -119.578981684, 36.673996981, -119.579008402, 36.67405942, -119.579935888, 36.67405056, -119.581072944, 36.674046061, -119.581148759, 36.673988075, -119.581153271, 36.67050552]}"
CA_301734,75,"{""type"": ""Polygon"", ""coordinates"": [-119.840173465, 36.650310291, -119.840164547, 36.648718392, -119.836708775, 36.648718355, -119.836708775, 36.649686014, -119.836891566, 36.649806416, -119.836945079, 36.650230034, -119.837025348, 36.650466379, -119.840097701, 36.65042617, -119.840173465, 36.650310291]}"
CA_300893,75,"{""type"": ""Polygon"", ""coordinates"": [-119.624103312, 36.642261585, -119.624058739, 36.641632845, -119.619697738, 36.64166406, -119.619711093, 36.644763174, -119.622190361, 36.644745314, -119.622506977, 36.644981638, -119.622515821, 36.645244763, -119.624103312, 36.645235784, -119.624103312, 36.642261585]}"
CA_300581,75,"{""type"": ""Polygon"", ""coordinates"": [-119.844525575, 36.631038062, -119.843727429, 36.631046944, -119.843798776, 36.630783844, -119.843789857, 36.630511849, -119.840387511, 36.630529719, -119.840383096, 36.63229104, -119.844516657, 36.632277673, -119.844525575, 36.631038062]}"
CA_300271,75,"{""type"": ""Polygon"", ""coordinates"": [-119.908170301, 36.525201254, -119.90387625, 36.525210158, -119.903831589, 36.525259281, -119.903800433, 36.528786371, -119.908152473, 36.528768561, -119.908165888, 36.5269938, -119.907447987, 36.52698487, -119.907447987, 36.527377294, -119.906770151, 36.527363952, -119.906752322, 36.527221209, -119.906498133, 36.527221223, -119.906480305, 36.527105317, -119.906774652, 36.527100872, -119.906796894, 36.526650454, -119.90643132, 36.526142156, -119.90696194, 36.526084141, -119.907167056, 36.526186714, -119.907198212, 36.526507798, -119.90812573, 36.526512214, -119.908112403, 36.525731853, -119.908165888, 36.52566504, -119.908170301, 36.525201254]}"
CA_299467,75,"{""type"": ""Polygon"", ""coordinates"": [-120.539891176, 36.992452634, -120.539868865, 36.992376801, -120.538076345, 36.991529621, -120.537376266, 36.991257613, -120.536792131, 36.990869669, -120.535806651, 36.990477236, -120.535561399, 36.990423741, -120.534317303, 36.990370214, -120.534156816, 36.990450464, -120.53397841, 36.990419245, -120.533831274, 36.990245346, -120.533425443, 36.990169561, -120.532961723, 36.989915412, -120.532725426, 36.989625523, -120.532431065, 36.989545298, -120.531673065, 36.989572076, -120.531601736, 36.98961663, -120.530357602, 36.991493943, -120.530384394, 36.991707986, -120.531173674, 36.992202913, -120.531512487, 36.992479368, -120.531860347, 36.992992151, -120.532930539, 36.993986562, -120.533135651, 36.994365567, -120.533287267, 36.994396785, -120.533849106, 36.993527245, -120.534241496, 36.992929742, -120.534571429, 36.992769233, -120.534852434, 36.992751342, -120.537010589, 36.993768045, -120.538580189, 36.994512756, -120.538994876, 36.993879535, -120.539891176, 36.992452634]}"
CA_299395,75,"{""type"": ""Polygon"", ""coordinates"": [-120.572299917, 36.979762032, -120.572295438, 36.978892485, -120.572018995, 36.978852339, -120.569089343, 36.978847917, -120.569084952, 36.979195728, -120.569178566, 36.979445396, -120.569223177, 36.979873507, -120.569508496, 36.980176737, -120.569611067, 36.98020351, -120.570596549, 36.980297128, -120.571229705, 36.980520064, -120.571965515, 36.980529006, -120.57198782, 36.980301586, -120.572250916, 36.979984976, -120.572299917, 36.979762032]}"
CA_298397,75,"{""type"": ""Polygon"", ""coordinates"": [-120.648670954, 36.84771911, -120.648662003, 36.84580174, -120.648595128, 36.845752655, -120.646700059, 36.845774927, -120.646526111, 36.845832954, -120.646450283, 36.845971196, -120.646459235, 36.847674529, -120.646521635, 36.847772647, -120.647819305, 36.847768157, -120.648599604, 36.8477771, -120.648670954, 36.84771911]}"
CA_41671,69,"{""type"": ""Polygon"", ""coordinates"": [-120.976597698, 37.179592151, -120.976495113, 37.179552074, -120.972053856, 37.179529751, -120.971875551, 37.179605558, -120.969307038, 37.17956098, -120.969097479, 37.17965018, -120.969690529, 37.181277734, -120.969788655, 37.182454901, -120.969953658, 37.182856233, -120.969989284, 37.183088134, -120.970979208, 37.185616421, -120.971162066, 37.186102497, -120.971402871, 37.186570638, -120.971692694, 37.186856072, -120.972169837, 37.187186029, -120.972896621, 37.187444644, -120.973311349, 37.187516033, -120.97596897, 37.187529393, -120.97615182, 37.187413406, -120.976205301, 37.187199443, -120.976361367, 37.184234072, -120.976499577, 37.182129407, -120.976597698, 37.179592151]}"
CA_41027,69,"{""type"": ""Polygon"", ""coordinates"": [-121.025157348, 37.180662392, -121.025103801, 37.18061774, -121.02215187, 37.180591036, -121.022035936, 37.180711404, -121.021937852, 37.184073606, -121.021969089, 37.184109254, -121.022869779, 37.184127097, -121.025036955, 37.184109275, -121.025068104, 37.184091449, -121.025157348, 37.180662392]}"
CA_40963,69,"{""type"": ""Polygon"", ""coordinates"": [-121.013278229, 37.282347696, -121.013238152, 37.282124745, -121.011918245, 37.282133672, -121.011922708, 37.282971976, -121.011953947, 37.283712206, -121.012765458, 37.283631901, -121.012841237, 37.283600707, -121.013233689, 37.282615264, -121.013278229, 37.282347696]}"
CA_31238,36,"{""type"": ""Polygon"", ""coordinates"": [-120.553486959, 37.447923065, -120.553415642, 37.447829413, -120.552323139, 37.447847242, -120.552216163, 37.447869514, -120.552144757, 37.448088077, -120.552109099, 37.448618702, -120.551181616, 37.448632025, -120.550847159, 37.448810454, -120.550570757, 37.449055621, -120.550352235, 37.449184966, -120.549620955, 37.449871702, -120.549527327, 37.449992086, -120.54947375, 37.454932751, -120.553406684, 37.454901562, -120.553433471, 37.454870337, -120.553486959, 37.447923065]}"
CA_301360,75,"{""type"": ""Polygon"", ""coordinates"": [-119.802940013, 36.471045491, -119.802832962, 36.471005392, -119.798583505, 36.470960759, -119.798552237, 36.471478006, -119.799600171, 36.471473522, -119.799524297, 36.472530395, -119.798552237, 36.472521418, -119.798552237, 36.474037577, -119.799515376, 36.474046503, -119.799497622, 36.474532475, -119.802904329, 36.474554773, -119.802940013, 36.471045491]}"
CA_35235,241,"{""type"": ""Polygon"", ""coordinates"": [-120.712159671, 37.508459776, -120.712061514, 37.508464242, -120.712110549, 37.506582502, -120.694153738, 37.506524586, -120.694069078, 37.510136423, -120.696543847, 37.510167622, -120.69677124, 37.510158748, -120.711691431, 37.510243459, -120.712052655, 37.510203301, -120.712159671, 37.508459776]}"
CA_299959,75,"{""type"": ""Polygon"", ""coordinates"": [-119.733948757, 36.534636746, -119.733502929, 36.533570965, -119.732664555, 36.533499664, -119.732682406, 36.532902151, -119.730876445, 36.53287985, -119.730880951, 36.53292445, -119.730069339, 36.532928889, -119.729935631, 36.533058205, -119.729783984, 36.533058238, -119.730443951, 36.53462337, -119.733948757, 36.534636746]}"
CA_35987,69,"{""type"": ""Polygon"", ""coordinates"": [-120.91830835, 37.383052042, -120.918219114, 37.382967349, -120.914420019, 37.38296735, -120.914205986, 37.383020837, -120.914148012, 37.383132334, -120.914161411, 37.38635622, -120.914259495, 37.386516783, -120.918156763, 37.386565797, -120.918236979, 37.386503407, -120.918263776, 37.385549121, -120.91830835, 37.383052042]}"
CA_305292,71,"{""type"": ""Polygon"", ""coordinates"": [-119.939660543, 36.565087919, -119.939624807, 36.565061181, -119.939624807, 36.561471622, -119.935241559, 36.561476057, -119.935241559, 36.565025523, -119.935263796, 36.565105793, -119.935254884, 36.566960787, -119.935254884, 36.568610598, -119.935330683, 36.568668592, -119.936405374, 36.568659658, -119.938599203, 36.568668562, -119.939589158, 36.568650784, -119.939656043, 36.568632877, -119.939660543, 36.565087919]}"
CA_35824,61,"{""type"": ""Polygon"", ""coordinates"": [-120.737687984, 37.473834906, -120.731989283, 37.470263119, -120.73064258, 37.470245336, -120.730638107, 37.470798221, -120.731186613, 37.470816104, -120.731266863, 37.471199546, -120.730919026, 37.471373462, -120.730629249, 37.471382344, -120.73058908, 37.473843774, -120.732172058, 37.473839339, -120.732194334, 37.473299833, -120.731556726, 37.473299791, -120.731543307, 37.473224033, -120.732078478, 37.47325075, -120.733384909, 37.473259658, -120.733411746, 37.473808101, -120.737687984, 37.473834906]}"
CA_307363,204,"{""type"": ""Polygon"", ""coordinates"": [-120.106145483, 36.683677706, -120.106141076, 36.676462874, -120.101637369, 36.676453998, -120.101592774, 36.683481531, -120.102052035, 36.683468177, -120.102060936, 36.683704514, -120.106145483, 36.683677706]}"
CA_36112,47,"{""type"": ""Polygon"", ""coordinates"": [-120.914040996, 37.386775378, -120.913987488, 37.386592559, -120.913840274, 37.386548024, -120.909724536, 37.386539069, -120.90961305, 37.386668382, -120.909586339, 37.389981483, -120.90977358, 37.390106323, -120.913603997, 37.390101907, -120.913956223, 37.390012701, -120.914014198, 37.389856609, -120.914023131, 37.388790901, -120.914040996, 37.386775378]}"
CA_35208,47,"{""type"": ""Polygon"", ""coordinates"": [-120.688579914, 37.456185764, -120.688472878, 37.455962777, -120.687839696, 37.455481195, -120.687465155, 37.455432154, -120.687322409, 37.455476745, -120.686921107, 37.456310647, -120.686421715, 37.457380783, -120.686644652, 37.457420945, -120.686938918, 37.457202461, -120.687032619, 37.4570107, -120.687554294, 37.456970592, -120.688084915, 37.456966116, -120.688374791, 37.45682787, -120.68855763, 37.45636859, -120.688579914, 37.456185764]}"
CA_304416,72,"{""type"": ""Polygon"", ""coordinates"": [-119.614779313, 36.695877789, -119.614694583, 36.695797527, -119.610730424, 36.695752978, -119.610503025, 36.69585556, -119.610480737, 36.697228949, -119.610476314, 36.698557768, -119.611519727, 36.698571087, -119.611515216, 36.698678132, -119.614765958, 36.698718249, -119.614779313, 36.697300309, -119.614779313, 36.695877789]}"
CA_39890,69,"{""type"": ""Polygon"", ""coordinates"": [-120.541206629, 37.296902219, -120.541166488, 37.296839814, -120.540274676, 37.29617986, -120.539472013, 37.296126327, -120.539360547, 37.29617537, -120.539289222, 37.297611176, -120.539222289, 37.299666877, -120.539315925, 37.299787294, -120.539498804, 37.299769378, -120.541112995, 37.299305627, -120.541135305, 37.299180771, -120.541206629, 37.296902219]}"
CA_303999,72,"{""type"": ""Polygon"", ""coordinates"": [-119.630203357, 36.741213516, -119.630194425, 36.739443261, -119.628094159, 36.739327297, -119.628040655, 36.73975985, -119.628049587, 36.74115107, -119.630145343, 36.741275973, -119.630203357, 36.741213516]}"
CA_299174,75,"{""type"": ""Polygon"", ""coordinates"": [-120.517399451, 36.923300861, -120.51710075, 36.920879572, -120.51705164, 36.920353419, -120.516868816, 36.920228606, -120.514964836, 36.920210733, -120.514942521, 36.92028656, -120.515299212, 36.923345525, -120.515397346, 36.92340789, -120.517279092, 36.923394532, -120.517399451, 36.923300861]}"
